	Title	Price	Links	Diện tích (m2)	Số phòng ngủ	Số phòng WC	Địa chỉ	Description
10	Bán Nhà 2 Tầng Kiệt 51 Lương Thế Vinh Gần Võ Văn Kiệt Đà Nẵng.	3.7 tỷ	https://batdongsan.vn/ban-nha-2-tang-kiet-51-luong-the-vinh-gan-vo-van-kiet-da-nang-r272806	100	nan	nan	nan	"Bán Nhà 2 Tầng Kiệt 51 Lương Thế Vinh Gần Võ Văn Kiệt Đà Nẵng.
Nhà mới keng kiệt thông thoáng, dọn vêg ở ngay.
Đi bộ ra võ văn kiệt gần cầu rồng công viên, biển mỹ khê.
Diện tích 100m2 ( 4m x25m).
Thiết kế 2 tầng với 3 phòng ngủ, bếp, 2 wc( có phòng ngủ dưới cho người lớn tuổi)
Khu dân cư đông đúc an ninh cực tốt giao thông thuận tiện.
Pháp lý sổ hồng chính chủ công chứng bàn giao nhanh.
Chủ nhà đang rất cần bán nhanh.
Giá bán 3,7 tỷ thương lượng chính chủ.
Khách quan tâm gọi ngay Minh Nhà Phố 0986598266.
Hỗ trợ khách hàng xem nhà 24/24.
Cam kết thông tin chuẩn 100%"
11	66m2 (6x11m) - 3 tỷ 4 – Nguyễn Văn Quá - Q12, Sát Gò Vấp	3.7 tỷ	https://batdongsan.vn/66m2-6x11m-3-ty-4-nguyen-van-qua-q12-sat-go-vap-r272800	66	4	4	Quận 12 Vấp HCM	"66m2 (6x11m) - 3 tỷ 4 – Nguyễn Văn Quá - Q12, Sát Gò Vấp
Nhà Sát Vách Gò Vấp
Kết Cấu: 1 Trệt 1 Lửng 1 Lầu, 4PN 4WC, Phòng Khách, Bếp, Ban Công
Vị Trí: Nguyễn Văn Qúa, Đông Hưng Thuận Quận 12
Cách Nguyễn Văn Quá, Bách Hóa Xanh 50m Đi Bộ,
Sổ Hồng Chính Chủ, Công Chứng Trong Ngày
☏ ZALO: 0976728136 ( THANH QUANG 37 )
Ký Gửi – Mua Bán - Tư Vấn - BĐS HCM"
12	Nhà mặt tiền Đường Số 9 Phường 9 Gò Vấp, 66m2, 3 tầng chỉ 6.9 tỷ	3400 tỷ	https://batdongsan.vn/nha-mat-tien-duong-so-9-phuong-9-go-vap-66m2-3-tang-chi-69-ty-r272798	66	3	nan	Đường Số 9	"MS 18923
* Vị trí: mặt tiền Đường Số 9 Phường 9 Gò Vấp, thông tứ tung.
* Diện tích 66m2, ngang 4.2m, dài 16m, 3 tầng với 3 phòng ngủ, (có phòng ngủ tầng trệt), sân thượng, giếng trời.
* Nhà mặt tiền đường thuận lợi giao thông, mua bán.
* Sổ hồng, công chứng ngay"
13	Giảm 2 tỷ bán gấp Hẻm 6m Lê Trọng Tấn, Tân Phú 70m2, 4 tầng 5.6 tỷ 0977943598	6.9 tỷ	https://batdongsan.vn/giam-2-ty-ban-gap-hem-6m-le-trong-tan-tan-phu-70m2-4-tang-56-ty-0977943598-r272797	70	nan	nan	nan	"Mô tả:
+ DT: 70m2, nở hậu tài lộc.
+ Vị trí: Lê Trọng Tấn, P. Tây Thạnh Quận Tân Phú.
+ HXT, xe hơi vô nhà, cách mặt tiền đường 12m chỉ 1 căn nhà, đường trước nhà xe oto đậu thoải mái.
+ Kết cấu: 4 tầng gồm: 6 PN, 5 wc. Trệt 1 Phòng Khách, Bếp, khu vực để xe phía trước, sân thượng trước sau, mái che cầu thang và có 1 phòng thờ.
+ Chủ nhà đang cực kỳ cần bán gấp để trả nợ ngân hàng.
+ Nhà pháp lý chuẩn, ngân hàng đang cho vay hơn 5 tỷ, giá thị trường trên 7.5 tỷ , giá chào bán chỉ còn 5.6 tỷ, thấp hơn giá của ngân hàng.
LH: 0977943598(Giang có zalo)."
14	Giảm 2 tỷ bán gấp Hẻm 6m Lê Trọng Tấn, Tân Phú 70m2, 4 tầng 5.6 tỷ 0977943598	5.6 tỷ	https://batdongsan.vn/giam-2-ty-ban-gap-hem-6m-le-trong-tan-tan-phu-70m2-4-tang-56-ty-0977943598-r272796	70	nan	nan	nan	"Mô tả:
+ DT: 70m2, nở hậu tài lộc.
+ Vị trí: Lê Trọng Tấn, P. Tây Thạnh Quận Tân Phú.
+ HXT, xe hơi vô nhà, cách mặt tiền đường 12m chỉ 1 căn nhà, đường trước nhà xe oto đậu thoải mái.
+ Kết cấu: 4 tầng gồm: 6 PN, 5 wc. Trệt 1 Phòng Khách, Bếp, khu vực để xe phía trước, sân thượng trước sau, mái che cầu thang và có 1 phòng thờ.
+ Chủ nhà đang cực kỳ cần bán gấp để trả nợ ngân hàng.
+ Nhà pháp lý chuẩn, ngân hàng đang cho vay hơn 5 tỷ, giá thị trường trên 7.5 tỷ , giá chào bán chỉ còn 5.6 tỷ, thấp hơn giá của ngân hàng.
LH: 0977943598(Giang có zalo)."
15	Giá rẻ chỉ 6,5 tỷ bán nhà mặt tiền đường nhánh Dương Đình Nghệ	5.6 tỷ	https://batdongsan.vn/gia-re-chi-65-ty-ban-nha-mat-tien-duong-nhanh-duong-dinh-nghe-r272795	86	3	3	Thành phố Đà Nẵng	"Bán căn nhà 3 tầng đường 5,5m lề 3 m sát Dương Đình Nghệ.
* Diện tích gần 86m2, vị trí đẹp, căn rẻ nhất thị trường khu vực Dương Đình nghệ.
* Sát biển Mỹ khê, gió thổi mát rượi, toạ lạc ngay cung đường cao cấp. Khu phố Hàn Quốc.
Giá chào sụp hầm 6 tỷ 500 triệu. Thương lượng
Liên hệ Ngọc Lan 0906535828 xem biệt thự và gặp chính chủ thương lượng."
16	Khu phân lô đồng bộ dân trí – K300 – 56m2 – Ngang gần 4m – giá nhỉnh 4 tỷ.	6.5 tỷ	https://batdongsan.vn/khu-phan-lo-dong-bo-dan-tri-k300-56m2-ngang-gan-4m-gia-nhinh-4-ty-r272794	56	nan	nan	nan	"LÔ ĐẤT VÀNG NGAY TRUNG TÂM CỦA TRUNG TÂM TÂN BÌNH – HẺM NHỰA 8M.
+ Diện tích 56m2 công nhận đủ. Sổ nở hậu.
+ Xe hơi đỗ cửa quay đầu. 30m ra tới mặt tiền đường lớn.
+ Nhà thuộc khu phân lô đồng bộ, an ninh, dân trí, sạch sẽ, yên tĩnh.
+ Nhà cũ nhưng hiện tại chủ đã đập bỏ nhà thành đất trống. Thuận tiện cho khách mua về xây mới theo ý thích riêng.
Alo em Oanh có ngay LÔ ĐẤT VÀNG – VỊ TRÍ VÀNG – CUỘC SỐNG VÀNG TƯƠI."
17	Nhà đẹp để ở - kinh doanh, kiên cố, HXH, vị trí gần trung tâm giá nhỏ	4.99 tỷ	https://batdongsan.vn/nha-dep-de-o-kinh-doanh-kien-co-hxh-vi-tri-gan-trung-tam-gia-nho-r272793	123	5	6	nan	"Vị trí: Đường số 12, KP5 phường Hiệp Bình Chánh, TP Thủ Đức.
Diện tích: Ngang 7m x Dọc 13,6m = Tổng 123m2
- Thiết kế: 5 tầng
+ Trệt: Kinh doanh, quầy Bar, bếp, 1 NVS.
+ Lầu 1: Khách, Kinh doanh, 1 nvs.
+ Lầu 2, 3: Mỗi tầng 2 phòng ngủ, 2 NVS.
+ Lầu 4: Phòng thờ, sân phơi, 1 phòng ngủ, 1 NVS.
- Nhà xây chắc chắn, nội thất đồ gỗ tiền tỷ.
- Nhà gần sông Sài Gòn, không khí thoáng đãng, cách Phạm Văn Đồng 200m, giao thông thuân lợi.
- Thuận tiện di chuyển ra sân bay, quận Bình Thạnh, Gò Vấp, Quận 9, Quận 2, Quận 1,...
- Tiện ích xung quang đầy đủ: Bách hóa xanh, trường học cấp 2, cấp 3, quán ăn, quán cafe, trung tâm thương mại,...
Liên hệ: Anh Tùng???? 098.800.2915 – 077.800.9599 ( gọi hoặc nhắn tin 24/24)
Miễn phí xem nhà – Ngân hàng phong phú – Nhiệt tình tận tâm"
18	Bán Nhà Quang Trung,55m2, mt 5,3, 5 tỷ 2	22 tỷ	https://batdongsan.vn/ban-nha-quang-trung55m2-mt-53-5-ty-2-r272792	55	nan	nan	Ngô Quyền, Quang Trung	"- Gia đình cần bán gấp nhà phường Quang Trung, Hà Đông. Diện tích 55m2, 2,5 tầng.
- Nhà lớn vô đối trong tầm giá, có thêm Sân chung rộng thênh thang, không khí mát mẻ trong lành, dân cư văn hóa.
- Đường sá giao thông thuận lợi 5 phút là có thể đến bệnh viện Hà Đông, Metro chợ, khu mua sắm, trường học…
- Vô cùng phù hợp cho gia đình đông người hoặc mua đầu tư.
- Sổ đỏ sẵn sàng chờ chủ mới.
- Giá 5 tỷ hai có thương lượng.
Gọi ngay 0904564663 gặp Tùng để xem nhà."
19	BÁN NHÀ Q3-HXT-KHU KD SẦM UẤT-4 TẦNG-GIÁ 7.5 TỶ	5200000 tỷ	https://batdongsan.vn/ban-nha-q3-hxt-khu-kd-sam-uat-4-tang-gia-75-ty-r272791	30	3	3	Quận 3, Hồ Chí Minh	"????HIẾM-TTQ3-KHU KD SẦM UẤT-15M RA MT????
- Lê Văn Sỹ Quận 3.
- DT: 3.18m x 9.52m x 4 tấm (30m²).
- Giá: 7.5 tỷ (thương lượng).
????Mô tả:
- Kết cấu: 4 tầng BTCT, 1 trệt + 3 lầu, 3PN - 3WC, 1 phòng thờ có thể cải tạo thành PN.
- Hẻm VIP quận 3. Tuy hẻm nhưng như mặt tiền, kinh doanh buôn bán sầm uất.
- Khu vực hiếm nhà bán, vị trí khỏi bàn. Gần chợ, siêu thị, bệnh viện, ngân hàng, ......
- Sổ hồng, hoàn công, công chứng ngay."
20	Bán nhà Hà Đông 34m2 ngã 4 Văn Phú - NGÕ THÔNG - giá nhinh 2,8 tỷ	"Giá bán
Dưới 500 triệu
Từ 500 - 800 triệu
Từ 800 triệu - 1 tỷ
Từ 1 - 2 tỷ
Từ 2 - 3 tỷ
Từ 3 - 5 tỷ
Từ 5 - 7 tỷ
Từ 7 - 10 tỷ
Từ 10 - 20 tỷ
Từ 20 - 30 tỷ
Trên 30 tỷ"	https://batdongsan.vn/ban-nha-ha-dong-34m2-nga-4-van-phu-ngo-thong-gia-nhinh-28-ty-r272784	34	nan	nan	Quận Hà Đông, Hà Nội	"Bán nhà Hà Đông 34m2 ngã 4 Văn Phú - NGÕ THÔNG - giá nhinh 2,8 tỷ

- Diện tích 34m2, vuông vắn.
- Hiện trạng nhà C4, chưa đủ điều kiện xây nhà mới ở vẫn khá ổn.
- Tài chính nhỏ ở khu vực trung tâm, hàng xóm FLC Quang Trung, khu đô thị Packcity, đường Lê Trọng Tấn.
- Ngôi nhà nhỏ ấm áp cho gia đình nhỏ, được tự chủ trong ngôi nhà của chính mình.
- Sổ đỏ chính chủ, công chứng ngay.

???? Liên hệ em Dương: 091.445.0004"
21	NHÀ 2 MTKD SẦM UẤT NGÀY ĐÊM - 4 TẦNG - TRỊNH ĐÌNH TRỌNG - QUẬN 11	2.85 tỷ	https://batdongsan.vn/nha-2-mtkd-sam-uat-ngay-dem-4-tang-trinh-dinh-trong-quan-11-r272783	55	4	nan	nan	"NHÀ 2 MTKD SẦM UẤT NGÀY ĐÊM - 4 TẦNG - TRỊNH ĐÌNH TRỌNG - QUẬN 11

✅ DT: 4m x 14m. Hai mặt tiền trước sau
✅ Kết cấu: 1 trệt 2 lầu sân thượng. 4PN, 3WC
✅ Vị trí mặt tiền kinh doanh, gần chợ, trường học Trương Vĩnh Ký, chợ Hoa Đầm Sen...
✌️ Giá chào 11,5 tỷ, TL

☎️ Gọi ngay đi xem Nhà Đẹp này 093 888 6128 Thúy Dinh ( 翠莹 ).
⏩ Kết bạn Zalo để xem kho hàng và luôn cập nhật hàng mới nhất
---------------------
KHÔNG TIN ẢO - NHÀ THẬT HÌNH THẬT
Ms 778"
22	GIÁ RẺ TÂN BÌNH GIÁP QUẬN 10 - CÁCH MẶT TIỀN 1 CĂN - 44M2 - GIÁ 3.X TỶ	11.5 tỷ	https://batdongsan.vn/gia-re-tan-binh-giap-quan-10-cach-mat-tien-1-can-44m2-gia-3x-ty-r272782	44	nan	nan	nan	"CMT8 giao Bành Văn Trân – 44m2 – ngang gần 4m .
+ Nhà đúc BTCT, 2 tầng, 2 phòng ngủ, 2 WC.
+ Nhà mới đẹp, tặng full nội thất. Khách chỉ xách vali vào ở.
+ Sổ hồng hậu tài lộc. Khách thích là chủ nhích, công chứng sang tên ngay.
Alo em Oanh có ngày NHÀ TO – GIÁ HẠT NHO - Ở BAO NO."
23	HÀNG THƠM - HXH- KẾ BÊN UBND - DÂN TRÍ CAO - NGANG 4M VUÔNG VỨC- CHỈ 5,2 TỶ.	3.5 tỷ	https://batdongsan.vn/hang-thom-hxh-ke-ben-ubnd-dan-tri-cao-ngang-4m-vuong-vuc-chi-52-ty-r272781	53	3	nan	nan	"HÀNG THƠM - HXH- KẾ BÊN UBND - DÂN TRÍ CAO - NGANG 4M VUÔNG VỨC

✅ Địa chỉ: Hồng Bàng, Quận 11
✅ DT: 4m x 13m. 2 Tầng, 3PN, HXH
✅ Sổ Vuông vức, không lộ giới, hoàn công đủ
✅ Vị trí: Gần ngay Cây Gõ, vòng xoay Phú Lâm
⏩ Nhà bán gấp, Nhanh thì còn

☎️ Gọi ngay đi xem Nhà Đẹp này 093 888 6128 Thúy Dinh ( 翠莹 ).
⏩ Kết bạn Zalo để xem kho hàng và luôn cập nhật hàng mới nhất
---------------------
KHÔNG TIN ẢO - NHÀ THẬT HÌNH THẬT
Ms738"
24	CMT8 giao Bành Văn Trân – 44m2 – ngang gần 4m – giá 3.x tỷ.	5.2 tỷ	https://batdongsan.vn/cmt8-giao-banh-van-tran-44m2-ngang-gan-4m-gia-3x-ty-r272780	44	nan	nan	nan	"GIÁ RẺ TÂN BÌNH GIÁP QUẬN 10 - CÁCH MẶT TIỀN 1 CĂN
+ Nhà đúc BTCT, 2 tầng, 2 phòng ngủ, 2 WC.
+ Nhà mới đẹp, tặng full nội thất. Khách chỉ xách vali vào ở.
+ Sổ hồng hậu tài lộc. Khách thích là chủ nhích, công chứng sang tên ngay.
Alo em Oanh có ngày NHÀ TO – GIÁ HẠT NHO - Ở BAO NO."
25	LÔ ĐẤT VÀNG NGAY TRUNG TÂM TÂN BÌNH – HẺM NHỰA 8M - 56M2 - CHỈ 4.X TỶ	3.5 tỷ	https://batdongsan.vn/lo-dat-vang-ngay-trung-tam-tan-binh-hem-nhua-8m-56m2-chi-4x-ty-r272779	56	nan	nan	nan	"Khu phân lô đồng bộ dân trí – K300 – 56m2 – Ngang gần 4m – sổ nở hậu.
+ Xe hơi đỗ cửa quay đầu. 30m ra tới mặt tiền đường lớn.
+ Nhà thuộc khu phân lô đồng bộ, an ninh, dân trí, sạch sẽ, yên tĩnh.
+ Nhà cũ nhưng hiện tại chủ đã đập bỏ nhà thành đất trống. Thuận tiện cho khách mua về xây mới theo ý thích riêng.
Alo em Oanh có ngay LÔ ĐẤT VÀNG – VỊ TRÍ VÀNG – CUỘC SỐNG VÀNG TƯƠI."
26	Tháng mới giảm 660tr. Bán cắt lỗ nhà 5 tầng phố #Trạm chỉ còn 3.39 tỷ.	4.99 tỷ	https://batdongsan.vn/thang-moi-giam-660tr-ban-cat-lo-nha-5-tang-pho-tram-chi-con-339-ty-r272778	32	3	3	Trạm, Long Biên, Long Biên, Hà Nội, -Dự án-	"Tháng mới giảm 660tr. Bán cắt lỗ nhà 5 tầng phố #Trạm chỉ còn 3.39 tỷ.
- Chủ nhà bán cắt lỗ căn nhà tại phố #Trạm
- Nhà Đẹp giá rẻ, vài bước ra ngõ ô tô thông.
- Khu vực được khách mua tìm kiếm nhiều trong thời gian gần đây.
- Hàng xóm #aeonmall Long Biên, ra cầu Vĩnh Tuy rất gần.
Anh chị vui lòng gọi luôn 0968828242 để biết thêm thông tin chi tiết.
#bannhaphotram
#bannhalongbien
#nhadepgiare"
