Title	Price	Diện tích (m2)	Số phòng ngủ	Số phòng WC	Địa chỉ	Description	Chỗ để xe hơi	Đang cho thuê	CSVC xung quanh	ExtractedTitle	Address1	Address2	lat1	lon1	lat2	lon2
Bán nhà 2 lầu, trung tâm Q7, Đ.Lê Văn Lương, P.Tân Quy, TP.HCM	4.65	43.0	4.0	3.0	271/.. Đường Lê Văn Lương, Phường Tân Quy, Quận 7, TP. HCM	"* Nhà sổ hồng riêng, hoàn công năm 2023, diện tích 4 x 11, diện tích sử dụng: 118m2.
- Xây dựng 1 trệt, 2 lầu mái đúc, phòng khách, 4 phòng ngủ, 3 toilet, giếng trời.
- Khu dân cư hiện hữu, yên tĩnh, an ninh, dân trí cao, thân thiện, ngay trung tâm Q7, cách trung tâm Q1 02km, dễ dàng di chuyển sang các quận khác.
- Gần chợ, trường học, siêu thị LOTTE Mart Q7, bệnh viện và nhiều cửa hàng tiện lợi khác. Gửi xe ÔTÔ ngay hẻm.
* Giá bán 4 tỷ 950 triệu
- Liên hệ Nguyễn Thị Vui (Chính chủ). Điện thoại 0969 154 639."	True	False	True	Đ.Lê Văn Lương, Phường Tân Quy, Quận 7, Thành phố Hồ Chí Minh	271/.. Đường Lê Văn Lương, Phường Tân Quy, Quận 7, TP. HCM	Đ.Lê Văn Lương, Phường Tân Quy, Quận 7, Thành phố Hồ Chí Minh	10.7438651	106.7043106	10.7415526	106.7038493
Bán nhà riêng Lũy Bán Bích, Tân Phú, Hồ Chí Minh 60m2 (4,4m x 14), giá nhỉnh 4 tỷ 5.	4.95					"Bán nhà riêng đường Lũy Bán Bích, Tân Phú, Hồ Chí Minh diện tích 60m2 (4,4m x 14), giá nhỉnh 4 tỷ 5.
Bán nhà riêng mặt tiền trước nhà 4,4m gần 5m chiều ngang lý tưởng để ở - kinh doanh buôn bán, hẻm rộng 8 mét thông xe hơi vào tận nhà đậu thoải mái tại địa chỉ đường Lũy Bán Bích, phường Tân Thới Hòa, quận Tân Phú, thành phố Hồ Chí Minh.
Khu vực đông dân cư, buôn bán sầm uất, đươc xây cao tầng. Hiện trạng nhà cũ tiện đập đi xây mới theo thiết kế chủ mới hoặc xây căn hộ dịch vụ cho thuê giá cao.
Giá rẻ nhất khu vực không có căn thứ 2 – chỉ nhỉnh 4 tỷ 500
Liên hệ xem nhà khi anh chị đọc được thông tin này phù hợp với nhu cầu.
Cam kết em giới thiệu đúng giá chủ - được thương lượng mua bán với chủ. Nguyễn Hương hỗ trợ tốt nhất về giá & pháp lý uy tín trong quá trình mua bán hoàn toàn miễn phí."	False	False	True	đường Lũy Bán Bích, phường Tân Thới Hòa, quận Tân Phú, thành phố Hồ Chí Minh	đường Lũy Bán Bích, phường Tân Thới Hòa, quận Tân Phú, thành phố Hồ Chí Minh	đường Lũy Bán Bích, phường Tân Thới Hòa, quận Tân Phú, thành phố Hồ Chí Minh	10.7641175	106.6323898	10.7641175	106.6323898
Bán nhà mặt phố Ái Mộ, Long Biên 59m2, 3 tầng, mt 3,3m, nhỉnh 11 tỷ.	6.8	59.0	3.0	3.0		"*Chính chủ bán nhà mặt phố Ái Mộ, Siêu hiếm, Kinh doanh, Nhà mới ở ngay, đường Ô tô 3 làn, giá chào 11,9 tỷ.
+ Chủ có bạn là chuyên gia thiết kế, kỹ sư xây dựng, Nhà thiết kế hợp lý.
+ 3 Phòng ngủ, 3 Wc, phòng tắm hiện đại.
+ Nhà mới về ở luôn, nội thất nhà trắng khỏe vẻ long lanh.
+ Khu dân trí cao, ANTT đảm bảo.
+ Vị trí hiếm người bán, thông các phố Hồng Tiến, Hoàng Như Tiếp, Lâm Du, Bồ Đề, Nguyễn Văn Cừ, phố cổ vài phút. Đi các tuyến QL 5A, QL5B, Cao tốc Lạng Sơn, Sân Bay Nội Bài, Vành đai 3.
+ Sát bên Trung tâm Hành chính P. Bồ Đề, cạnh trường QT Wellspring School, bệnh viện Tâm Anh..
+ Sổ đỏ vuông vắn, sẵn sàng giao dịch.
+ Gia chủ hiền lành, hiểu chuyện.
+ Giá chào 11,9 tỷ, có thương lượng.
LH: 086.84.23459 để được tư vấn thêm chi tiết, miễn phí về căn nhà."	False	True	True	Ái Mộ, Long Biên	Ái Mộ, Long Biên	Ái Mộ, Long Biên	21.0404889	105.8735636	21.0404889	105.8735636
HXT ÔNG ÍCH KHIÊM QUẬN 11, 5 TẦNG, 6 PHÒNG NGỦ	11.9	50.0	6.0			"???? HXT ÔNG ÍCH KHIÊM QUẬN 11, 5 TẦNG, 6 PHÒNG NGỦ ????
————————————————
???? DIỆN TÍCH: 4x13M ( DTSD: 240m2 )
???? GIÁ: 8.7 TỶ TL CHÍNH CHỦ
————————————————
▶ Nhà 1trệt 4lầu, 6 phòng ngủ.
▶ Hẻm xe tải 6m thông ra Lạc Long Quân, Bình Thới
▶ Phù hợp khách mua vừa ở vừa làm văn phòng, kinh doanh, spa, phòng khám,...
▶ Sổ vuông đẹp A4, pháp lý chuẩn, công chứng ngay.
————————————————
☎️ Gọi ngay đi xem Nhà Đẹp này 093 888 6128 Thúy Dinh ( 翠莹 ).
⏩ Kết bạn Zalo để xem kho hàng và luôn cập nhật hàng mới nhất
---------------------
KHÔNG TIN ẢO - NHÀ THẬT HÌNH THẬT
Ms034"	False	False	True	Ống Ích Khiêm, Quận 11	Ống Ích Khiêm, Quận 11	Ống Ích Khiêm, Quận 11	10.7660861	106.644414	10.7660861	106.644414
GIÁ TỐT TÂN BÌNH, 50M2, CHỈ 4,2 TỶ, TL	8.7	50.0	2.0			"GIÁ TỐT TÂN BÌNH, 50M2

✅ Địa chỉ: Âu Cơ P10, TB
✅ DT: 50m2 ( 4m x 13m )
✅ Nhà 1 trệt 1 lầu, gồm 2 PN, 2 WC

☎️ Gọi ngay đi xem Nhà Đẹp này 093 888 6128 Thúy Dinh ( 翠莹 ).
⏩ Kết bạn Zalo để xem kho hàng và luôn cập nhật hàng mới nhất
---------------------
KHÔNG TIN ẢO - NHÀ THẬT HÌNH THẬT
Ms717"	False	False	True	đường Âu Cơ, Phường 10, Quận Tân Bình	đường Âu Cơ, Phường 10, Quận Tân Bình	đường Âu Cơ, Phường 10, Quận Tân Bình	10.780409	106.6440124	10.780409	106.6440124
BÁN GẤP NHÀ 60M2 TRẦN BÌNH TRỌNG QUẬN 5-NHÀ MỚI ĐÚC BTCT-NGANG HƠN 4M	4.2		4.0	4.0	Quận 5 Hồ Chí Minh	"- Diện tích: 60m² , 4.1m x 14.5m. G.i.á 12.0 t.ỷ.
- Kết cấu: 4 tầng, 1 trệt + 2 lầu + Sân thượng, 4 WC - 4PN, PK, bếp, ban công, nhà Đúc BTCT chắc chắn, nhà còn mới mua ở ngay.
+ Hẻm trước nhà 3.5M, cách 200M ra mặt tiền Đường Trần Bình Trọng, gần các Trường học các cấp, Bệnh viên, giao thông đi lại thuận tiện.
=> Phù hợp cho thuê, kinh doanh online."	True	True	True	Đường Trần Bình Trọng, Quận 5	Quận 5 Hồ Chí Minh	Đường Trần Bình Trọng, Quận 5	10.7540279	106.6633746	10.7595453	106.6802536
Siêu phẩm mặt Phố Tôn Đức Thắng, 9 tầng thang máy, DT 119m, MT 4.5m, doanh thu 2 tỷ/ năm, giá sốc	12.0	119.0				"Siêu phẩm mặt Phố Tôn Đức Thắng, 9 tầng thang máy, DT 119m, MT 4.5m, doanh thu 2 tỷ/ năm, giá sốc

Cần bán toà nhà 9 tầng Thang máy Phố Tôn Đức Thắng, Đống Đa, vị trí đẹp, cho thuê văn phòng với hiệu suất cao. Doanh thu cho thuê cả Toà nhà là 169 triệu/ tháng, 1 năm bỏ túi hơn 2 tỷ.

Toà nhà nằm tại vị trí đẹp nhất nhì Phố, giao thông thuận tiện, khu vực sầm uất, khách thuê cũng dễ dàng trong cuộc việc vận hành, hoạt động kinh doanh thuận lợi mang tới sự gắn kết bền lâu

Diện tích 119m2, mặt tiền rộng 4.5m, từ tầng 2 toà nhà đua ra được thành mặt tiền 5m, xây như vậy lên tận tầng 9.
Với 1 tầng 2 phòng cầu thang máy + thang bộ nằm chính giữa ngôi nhà mang tới sự hài hoà, và tối ưu hoá diện tích sử dụng

SĐCC, sẵn sàng giao dịch
Giá bán 65 tỷ, có thương lượng
Mọi thông tin chi tiết liên hệ Em Sơn 0866962639, để xem nhà miễn phí"	False	False	True	Phố Tôn Đức Thắng, Quận Đống Đa	Phố Tôn Đức Thắng, Quận Đống Đa	Phố Tôn Đức Thắng, Quận Đống Đa	21.0248712	105.8328825	21.0248712	105.8328825
Bán nhà 3 tầng sát mặt tiền Kinh Dương Vương An Lạc Bình Tân, 74m2 chỉ 4,1 tỷ.	65.0					"Bán nhà 3 tầng sát mặt tiền Kinh Dương Vương An Lạc Bình Tân, 74m2 chỉ 4,1 tỷ.
_ Vị trí ngay sát Kinh Dương Vương, Võ Văn Kiệt, An Lạc, Bình Tân
_ Giá chỉ 55tr/m2
_ Xung quanh tiện ích không thiếu thứ gì, cạnh chợ, bệnh viện, trường học, Aeon Mall, Big C,...
_ Diện tích ngang lớn 5 dài 15m, kết cấu 3 tầng 1 trệt 1 lầu sân thượng.
_ Dễ dàng di chuyển đi các quận trong thành phố, Quận 6, Quận 1, Quận 5, Quận 10, Bình Chánh, Long An.
Liên hệ 0948362610 xem nhà ngay, hỗ trợ tư vấn, hỗ trợ pháp lý, hỗ trợ ngân hàng,..."	True	False	True	Kinh Dương Vương, An Lạc, Bình Tân	Kinh Dương Vương, An Lạc, Bình Tân	Kinh Dương Vương, An Lạc, Bình Tân	10.735655	106.6134272	10.735655	106.6134272
Nhà mặt tiền kinh doanh 3 tầng, đường Âu Cơ xe hơi tránh, 4.9 tỷ	2150000000.0	49.0	4.0	4.0	Âu Cơ, P.10, Tân Bình	Nhà mặt tiền kinh doanh đường hẻm 8m. Kết cấu 1 trệt 2 lầu đúc kiên cố, gồm 4 phòng ngủ chính, 4WC. Nhà mới nên vào ở ngay. Hẻm nhựa xe hơi tránh, đường thông các hướng. Nhà đang kinh doanh Spa và Nail. Dịch vụ tiện ích xung quanh đầy đủ. Nhà gần chợ, trường các cấp, bệnh viện,.. Sổ hồng chính chủ lâu năm. Liên hệ anh Võ: 0909 100 817. Không tiếp trung gian.	False	True	True	đường Âu Cơ	Âu Cơ, P.10, Tân Bình	đường Âu Cơ	10.780409	106.6440124	21.0702149	105.8262501
Nhà mới HXH Quận 3 1 trệt 1 lầu giá 4,95 tỷ thương lượng tốt	4.9	60.0	3.0	2.0	117 Bàn Cờ	Nhà đường bàn cờ, hẻm xe hơi rộng thông thoáng, khu dân cư hiện hữu xung quanh đã có đầy đủ tiện ích. Nhà mới như hình, dt 4 x 14m tổng sàn gần 60m2. Liên hệ: 0329_471_654 ( Phi ) xem nhà trực tiếp nhìn khách quan tổng quát căn nhà. Giá bán 4,95 tỷ hỗ trợ thương lượng tốt cho khách thiện chí. Cảm ơn.	False	False	True	đường Bàn Cờ, Quận 3	117 Bàn Cờ	đường Bàn Cờ, Quận 3	10.7706985	106.6781966	10.7697731	106.680401
CẦN BÁN GẤP GIẢM 300, GIÁ MỚI CHỈ CÒN 6TỶ8, NHÀ MỚI 100%, 4 TẦNG 64M2, MẶT TIỀN KINH DOANH ĐS11 BÌNH TÂN	4.95	64.0	4.0			"MẶT TIỀN KINH DOANH ĐA NGÀNH ĐƯỜNG SỐ 11- 26 THÁNG 3 - GIÁP TÂN PHÚ - 4 TẦNG - 64M2- XÂY MỚI 100%. CHỈ 6 TỶ 800
✅ Diện tích 4x16, 4 tầng BTCT: 1 trệt, 2 lầu, Sân thượng, gồm 4PN, 4WC, khách bếp rộng rãi. Nhà mới xây 100%+ chủ tặng bảo hành ngôi nhà cho khách mua .
✅ Nhà mặt tiền đường số 11, ngay chợ 26 tháng 3 nối dài, thuận tiện kinh doanh mua bán, hoặc mở Văn phòng công ty, ở kết hợp cho thuê mặt bằng.....
✅ Nhà gần 26 tháng 3, kênh 19/5, Bình Long, 5 phút đến Aeon Tân Phú, tiện ích không thiếu chi.
☎️????Liên hệ em: Ms Thư zalo/ alo 0904 55 2026 để được hỗ trợ xem nhà"	False	True	True	Đường số 11, Bình Tân	Đường số 11, Bình Tân	Đường số 11, Bình Tân	10.8007083	106.603599	10.8007083	106.603599
Giảm 25% bán bất chấp MẶT TIỀN TRƯỜNG CHINH, ngang 7m 4 tầng 9 tỷ nhỉnh 0977943598	6800000000.0	55.0				"????MẶT TIỀN GIÁP TÂN BÌNH, NGANG KHỦNG HƠN 7M, VỈA HÈ MỖI BÊN HƠN 6M.???? ????HIỆU SUẤT KHAI THÁC DÒNG TIỀN CAO????

????LÀM CTY, VĂN PHÒNG, SPA, QUÁN NHẬU, CAFE...V.V... KINH DOANH ĐA NGHÀNH NGHỀ????

Mô tả:

+ Vị trí gần Khu Công Nghiệp Tân Bình, khu sầm uất kinh doanh đa dạng, thuận tiện duy chuyển vô trung tâm và vùng ven, tiện ích bao la.
+ Hiện trạng nhà 4 tầng, 4 phòng ngủ, 1 phòng thờ, 1 bếp, 1 khách, sân thượng trồng cây cảnh ngắm bầu trời Sài Gòn tuyệt vời.
+ Sổ vuông A4, công chứng ngay.
LH: 0977943598(Giang có zalo)."	False	False	True	Mặt Tiền Trường Chinh, Quận Tân Bình	Mặt Tiền Trường Chinh, Quận Tân Bình	Mặt Tiền Trường Chinh, Quận Tân Bình	10.8076158	106.6348442	10.8076158	106.6348442
Cực đẹp! Bán nhanh nhà đất 51,1m2 tại Tổ 13 Yên Nghĩa, Hà Đông	9.6	51.0	3.0	2.0	Tổ 13 phường Yên Nghĩa, Ngõ 111, Yên Lộ, Yên Nghĩa, Hà Đông	"Chính chủ cần bán nhà đất, đất ở tại đô thị, sổ đỏ chính chủ. Liên hệ số điện thoại: 0986 215 856.
* Vị trí đất gần Nhà văn hóa Tổ 13, Yên Nghĩa, Hà Đông. Cách Khu đô thị Đô Nghĩa 400m, cách Công viên Âm nhạc 550m. Cách chợ mua sắm sầm uất 400m. Cách Trung tâm mua sắm Aeon Mall Hà Đông khoảng 5km. Rất thích hợp cho nhu cầu ở sinh hoạt và nghỉ ngơi.
* Đất 51,1m², mặt tiền 8m thoáng và đẹp. Đường trước nhà ô tô tải đỗ cửa, gió mùa hè mát nhất tổ dân phố.
* Nhà mới xây nhà năm 2021, xây 3 tầng. Nhà được xây rất cẩn thận do chủ nhà làm nghề xây dựng:
- Tầng 1: 01 phòng khách + 01 Phòng bếp + 1 Phòng WC + Khu để xe.
- Tầng 2: 03 phòng ngủ + 01 phòng wc (trong đó có 1 phòng có vệ sinh khép kín).
- Tầng 3: 01 phòng thờ + 01 phòng kho + Sân phơi.
* Nhà thiết kế hợp lý, hiện đại công năng được bố trí tối đa cho diện tích sử dụng, giao thông đi lại trong nhà hài hòa và thuận tiện.
- Phòng WC được trang bị thiết bị vệ sinh bệt, sen vòi tắm TOTO cao cấp.
- Toàn bộ cửa đi, cửa nhà WC bằng gỗ nhựa cao cấp đẹp và sang trọng. Mặt tiền trang bị 01 cửa cuốn Austdoor và 01 cửa phụ 02 lớp cửa (ngoài thép hộp trong nhôm kính Xingfa cao cấp, chắc chắn). Toàn bộ hệ cửa sổ bằng cửa Nhôm kính Xingfa chắn chắn, bền và đẹp.
- Sàn tầng 2 và phòng thờ tầng 3 lát ván Gỗ nhựa.
- Tủ bếp thiết kế hiện đại bằng gỗ chống ẩm An Cường phủ Melamine sáng bóng, thiết bị tủ bếp inox chính hãng cao cấp, bệ bếp và tường bếp ốp đá, đầy đủ bếp từ hút mùi. Thiết bị chậu bếp và vòi chậu của hãng Clara sang trọng.
- Điện sinh hoạt thiết kế thi công đầy đủ công năng, bao gồm cả điện nhẹ camera và internet cho các tầng.
- Nhà được bố trí đầy đủ Thép chờ xây dựng và đường ống cấp, thoát cho các tầng dự kiến xây thêm. Kết cấu thiết kế vững chắc cho xây nhà 5 tầng.
* Khách hàng mua nhà đất liên hệ 0986 215 856, có thương lượng với khách hàng thực sự thiện chí mua."	False	False	True	Tổ 13, Yên Nghĩa, Hà Đông	Tổ 13 phường Yên Nghĩa, Ngõ 111, Yên Lộ, Yên Nghĩa, Hà Đông	Tổ 13, Yên Nghĩa, Hà Đông	20.9580734	105.7301426	20.9540586	105.7409852
Bán gấp 36m2 Lương Định Của, Đống Đa nhà đẹp ở sướng giá 2,9 tỷ.	4.2	36.0	2.0	2.0	Hà Nội	"Bán gấp 36m2 Lương Định Của, Đống Đa nhà đẹp ở sướng giá 2,9 tỷ.

+ Vị trí: Nằm tại con đường Lương Đình Của sầm uất, nối giữa tuyến phố chính Phương Mai và Đông Tác thông ra Trường Chinh, Giải Phóng, Phạm Ngọc Thạch,..
+ Xung quanh Bk 1km: Nhiều shop, cửa hàng thời trang mỹ phẩm cũng như nhiều tiệm nail và TTTM
- Gần trường: Mầm non Phương Mai, THCS+THPT Đống Đa..
-Gần bệnh viện: BV Nhiệt Đới Trung Ương, BV Da Liễu Trung Ương…

+ Nhà thiết kế 3 tầng 2PN với công năng và tiện ích đầy đủ.
+ Sổ đỏ chính chủ, sẵn sàng giao dịch.
+ Dân trí cao, hàng xóm thân thiện.
LH ngay/zalo: 0373022620 ( Văn Anh) hỗ trợ 24/7."	False	True	True	Lương Định Của, Đống Đa	Hà Nội	Lương Định Của, Đống Đa	21.0277644	105.8341598	21.005187	105.8355316
BẠN ĐANG TÌM CHO GIA ĐÌNH MỘT KHÔNG GIAN SỐNG XANH VIEW SÔNG SEN SIÊU HIẾM	2.9	90.0			KĐT centa Vsip, Phù Chẩn, tp Từ Sơn, Bắc Ninh, -Dự án-	"????????Căn shophouse được xây dựng thiết kế hiện đại đã xây hoàn thiện mặt ngoài, bên trong gia chủ có thể thiết kế, hoàn thiện theo sở thích, rất thích hợp để làm văn phòng, kinh doanh doanh đều rất hợp lý

????Siêu phẩm shophouse tại dự án Centa Vsip Bắc Ninh, tiếp giáp với Ninh Hiệp, Gia Lâm
✅ Kết nối trực tiếp với 3 đường cao tốc lớn thuận tiện di chuyển: cao tốc Hà Nội- Thái Nguyên, Hà Nội- Bắc Giang, Hà Nội- Hải Phòng, đường vành đai 3, tỉnh lộ DT 179
♻️ Diện tích: 90m2 (6*15)
DTXD: 60m2, tổng 3 sàn 188m2
???? View sông sen tự nhiên cực hiếm thật thơm mát, tạo nên một không gian sống không đâu có được
???? Dân cư hiện hữu, sầm uất tận hưởng cuộc sống chất lượng, môi trường trong lành
???? Công viên nội khu rộng rãi đáp ứng nhu cầu giải trí, vận động của cư dân...
☎️Liên hệ xem nhà, tư vấn :
Đoàn Toan 0942505155"	False	False	True	Centa Vsip Bắc Ninh, Ninh Hiệp, Gia Lâm	KĐT centa Vsip, Phù Chẩn, tp Từ Sơn, Bắc Ninh, -Dự án-	Centa Vsip Bắc Ninh, Ninh Hiệp, Gia Lâm	21.0746682	105.972411	21.0777814	105.967025
Bán nhà 1 Trệt 1 Lầu MT đường Nguyễn Ái Quốc chỉ 7, 5 tỉ	23.7	69.0	2.0	2.0		"???????? Bán nhà 1 Trệt 1 Lầu mặt tiền kinh doanh đường Nguyễn Ái Quốc (P. Tân Phong )
+ Vị trí: Gần ngã tư Tân phong khu vực sầm uất phù hợp kinh doanh buôn bán mọi nghành nghề
+ Diện tích: 4x17m (69m2)
+ Sổ hồng riêng thổ 100%
+ Nhà 1 Trệt 1 Lầu xây dựng kiên cố chắc chắn gồm: 1 phòng khách,2 phòng ngủ,2 tolet,nhà bếp...Hiện tại đang cho thuê có dòng tiền hàng tháng."	False	True	True	đường Nguyễn Ái Quốc, Phường Tân Phong	đường Nguyễn Ái Quốc, Phường Tân Phong	đường Nguyễn Ái Quốc, Phường Tân Phong	10.9571103	106.8294884	10.9571103	106.8294884
Bán nhà 1 Trệt 1 lầu MT Nguyễn Thành Phương 65m2 chỉ 6,2 tỉ	7.5	65.0	3.0	2.0		"????????Bán nhà 1 Trệt 1 lầu mặt tiền Nguyễn Thành Phương 65m2 View Sông Đồng Nai (P.Thống Nhất)
• Nhà 1 Trệt 1 lầu thiết kế hiện đại gồm: 1 phòng khách,3 phòng ngủ,2 tolet, nhà bếp và sân đâu ô tô, vừa ở vừa kinh doanh vừa buôn bán thuận lợi
• Diện tích: 5x13m (65m2)
• Pháp lý: Sổ hồng thổ cư 100%"	False	False	True	Nguyễn Thành Phương, Phường Thống Nhất	Nguyễn Thành Phương, Phường Thống Nhất	Nguyễn Thành Phương, Phường Thống Nhất	10.9522153	106.8335215	10.9522153	106.8335215
NHÀ ĐẸP THÁI HÀ 56M, 5 TẦNG, MẶT TIỀN 5M GARA Ô TÔ	6.2	56.0	5.0		Thái Hà, Trung Liệt, Đống Đa, HN	"+Nhà thuộc khu vực Vip quận Đống Đa, khu phân lô ô tô vào nhà có gara ô tô, khu vực dân trí cao, yên tĩnh, thoáng mát và rất nhiều tiện ích.
+Nhà chủ tự thiết kế và xây dựng nên khá chắc chắn có thể lên thêm tầng nếu muốn. Kinh doanh văn phòng, làm spa, hay phòng tập, nội thất hiện đại, điều hòa từng phòng, ngõ thông thuận tiện đi lại.
thiết kế như sau:
- T1 gara ô tô, bếp
- T2 phòng khách, ngủ
- T3,4 mỗi tầng 2 ngủ khép kín
- T5 phòng thờ sân phơi"	True	False	True	Đống Đa	Thái Hà, Trung Liệt, Đống Đa, HN	Đống Đa	21.0129882	105.820014	21.0180725	105.8299495
Bán nhà cạnh công viên Phú Lâm Quận 6, mặt tiền ngang khủng 6.5m, chủ tặng lại nội thất xịn, chỉ 4,2 tỷ.	9.5					"Bán nhà cạnh công viên Phú Lâm Quận 6, mặt tiền ngang khủng 6.5m, chủ tặng lại nội thất xịn, chỉ 4,2 tỷ.
_ Vị trí ngay An Dương Vương, An Lạc, Bình Tân, Võ Văn Kiệt, Hậu Giang, Kinh Dương Vương,...
_ Cách Quận 6 chỉ 1 con đường An Dương Vương, xung quanh đầy đủ tiện ích, bệnh viện , trường học, Aeon Mall, chợ An Lạc,...
_ Diện tích 56m2, kết cấu 3 tấm đúc 1 trệt 2 lầu.
_ Sổ nở hậu 6,8m, hoàn công đủ.
_ Giáp các quận 6, quận 8, quận 5, quận Bình Chánh, Long An.
_ Liên hệ 0948362610 xem nhà nhiệt tình, đặc biệt hỗ trợ ngân hàng, hỗ trợ pháp lý,..."	False	False	True	An Dương Vương, Quận 6	An Dương Vương, Quận 6	An Dương Vương, Quận 6	10.745314	106.6237644	10.745314	106.6237644
LÔ GÓC 3 MẶT THOÁNG, NGÕ THÔNG, KINH DOANH, GẦN PHỐ - LẠC LONG QUÂN, CẦU GIẤY	3.0	45.0	4.0	3.0		"LÔ GÓC 3 MẶT THOÁNG, NGÕ THÔNG, KINH DOANH, GẦN PHỐ - LẠC LONG QUÂN, CẦU GIẤY

Nhà thiết kế hiện đại với 4 PN, 45m2 x 5 tầng, MT 4.7m, lô góc 3 thoáng, mặt ngõ thông kinh doanh.

Vài bước ra đường Võ Chí Công, 2’ ra Hồ Tây tiện ích đầy đủ: trường học, bệnh viện, chợ,…

Vị trí trung tâm, đi lại tiện lợi qua Hoàng Hoa Thám, Hoàng Quốc Việt, Bưởi, Cầu Giấy,…

Sổ đỏ vuông vắn, chính chủ - Giá 6.9 Tỷ (Có thương lượng)

Liên hệ: 0825420555"	False	True	True	Lạc Long Quân, Cầu Giấy	Lạc Long Quân, Cầu Giấy	Lạc Long Quân, Cầu Giấy	21.0510426	105.8079443	21.0510426	105.8079443
Nhà 3 tầng gần chợ phú xuân giáp quận 7- ngay Thị trấn Nhà Bè	6.9	100.0	3.0	4.0	Hẻm Huỳnh Tấn Phát Nhà Bè	"Diện tích:4m x 25m x 3 tầng:100m2
Giá:6ty490tr còn thương lượng
Mô tả:
- Nhà Trệt, 2 lầu, sân thượng gồm 3PN, 4WC,Phòng khách rộng, Bếp rộng, Sân để xe thoải mái, Có hệ thống nước nóng bằng năng lượng Mặt trời.
- Nhà đúc BTCT kiên cố, nội thất như hình.
- Hướng Bắc
- Nhà trung tâm thị trấn Nhà Bè, gần chợ Phú Xuân, Giáp Quận 7. Hẻm 1 xẹc thẳng, cách Mặt tiền đường Huỳnh Tấn Phát 50m.
- Khu dân cư hiện hữu, gần chợ, trường học, siêu thị,ngân hàng...Phù hợp định cư lâu dài,Hàng xóm thân thiện,Cực kỳ yên tĩnh.
- 5 phút tới khu Phú mỹ Hưng, các trường Quốc tế Đài Loan, Hàn quốc...
- Tiếp giáp với các đường lớn Dương cát Lợi, Nguyễn Lương Bằng, Chuyên Dùng 9, Phạm Hữu Lầu, Nguyễn Bình, Đào tông Nguyên, Huỳnh thị Đồng, Hoàng quốc Việt...
- Sổ hồng hoàn công, pháp lý chuẩn, công chứng ngay."	False	False	True	Huỳnh Tấn Phát, Thị trấn Nhà Bè	Hẻm Huỳnh Tấn Phát Nhà Bè	Huỳnh Tấn Phát, Thị trấn Nhà Bè	10.6968055	106.7394637	10.6928199	106.7408461
bán nhà lô góc 1 mặt phố Nguyễn Văn Cừ 1 mặt ngõ, 55m x 4tầng, thông sàn, vỉa hè 8m	6.49	55.0	4.0	2.0		"bán nhà lô góc 1 mặt phố Nguyễn Văn Cừ 1 mặt ngõ, 55m x 4tầng, thông sàn, vỉa hè 8m
-Vị trí gần đèn xanh đỏ Nguyễn Sơn-Nguyễn Văn Cừ, gần bến xe Gia Lâm, cách cầu Chương Dương sang phố cổ Hoàn Kiếm 5 phút lái xe
-Nhà lô góc 1 mặt phố Nguyễn Văn Cừ- 1 mặt ngõ ôtô tải tránh nhau, xung quanh nhiều văn phòng- ngân hàng, 2 vỉa hè rộng, phù hợp nhiều hình thức kinh doanh
Sổ đỏ, pháp lý rõ ràng
Giá : 20.5 tỷ ( có thương lượng )
Liên hệ xem nhà miễn phí và tư vấn : Trần Hải 0906098086"	False	True	True	Nguyễn Văn Cừ, ngõ	Nguyễn Văn Cừ, ngõ	Nguyễn Văn Cừ, ngõ	21.0464835	105.8773208	21.0464835	105.8773208
Bán 2 căn nhà đôi hẻm 157 đường Dương Bá Trạc Phường 1 Quận 8	4.0	41.0				"Bán 2 căn nhà đôi hẻm 157 đường Dương Bá Trạc Phường 1 Quận 8
Căn 1: Giá: 5.25 Tỷ (Còn T/L)
+ Diện tích: 3.3 x 10.4m – Nở hậu: 4.5m
+ Hiện trạng: Nhà mới, gồm 1 trệt, 3 lầu, sân thượng, 5PN, 4WC, phòng khách, phòng thờ,…
Căn 2: Giá: 5.05 Tỷ (T/L)
+ Diện tích: 3.2 x 10.4m
+ Xây dựng 1 trệt, 3 lầu, sân thượng, 5PN, 3WC, phòng khách, bếp,… đầy đủ tiện nghi, dọn vào là ở.
+ Vị trí: Hẻm trước nhà thông thoáng, gần mặt tiền đường Dương Bá Trạc, cách cầu Nguyễn Văn Cừ 400m, tiện di chuyển qua Quận 1, 4, 5, 7, 10, Bình Chánh,…
+ Thuận lợi: Khu dân trí cao, môi trường sống an ninh, xung quanh nơi ở đầy đủ thiết yếu, đáp ứng cho mọi nhu cầu sống.
+ Hướng Bắc
+ Sổ hồng
Liên hệ: 0933 862 860 Ms Sương
Tư vấn pháp lý & xem nhà miễn phí
Hỗ trợ vay ngân hàng 80% giá trị nhà
Nhận ký gửi cho thuê nhà đất các Quận TP.HCM"	False	True	True	157 đường Dương Bá Trạc, Phường 1, Quận 8	157 đường Dương Bá Trạc, Phường 1, Quận 8	157 đường Dương Bá Trạc, Phường 1, Quận 8	10.7474247	106.6889822	10.7474247	106.6889822
