	Address2	Latitude	Longitude
203	ngay gần cây xăng 75, Công Ty Changshin	10.988581	106.8462892
204	đường Lê Đức Linh, xã Phước Vĩnh An, huyện Củ Chi	10.9688635	106.5220275
205	đường Nguyễn Đình Chiểu	10.7791232	106.6906953
206	Hồng Tiến	21.4622772	105.8818766
207	Tân Hương, Tân Phú	10.7900436	106.6222343
208	Tân Bình	10.8014659	106.6525974
209	Thích Quang Đức		
210	Văn Quán	21.8628802	106.5377839
211	Văn Quán	21.8628802	106.5377839
212	Centa Vsip	21.0746682	105.972411
213	Ngõ nông rộng đẹp, gần Tậy Hỏ,naissance	21.0811211	105.8180306
214	Phố Nam Đồng	21.0133627	105.8331388
215	đường Bình Chuẩn 07, Phường Bình Chuẩn, Thành phố Thuận An, Tỉnh Bình Dương	10.9891066	106.7023906
216	đường Bắc Từ Liêm	21.0730201	105.7703287
217	Vân Canh	13.674033	108.9502232
218	đường ô tô, Xã Thạnh Phú	11.0159709	106.8355372
219	Đường An Trai, Nam Từ Liêm	21.0034608	105.7703287
220	số 4, phố Xuân Đ Dynh, phường Hiệp Hồ, quận Bắc Từ Liêm	21.0730201	105.7703287
221	Xuân Định, Bắc Từ Liêm	21.0739704	105.790872
222	Đstång Đạ, Phường Phương Mai	21.0012748	105.8393044
223	Bắc Từ Lĩnh		
224	Khu vực Yên Phủ, Tây Hồ	21.0534309	105.8393044
225	phố Tam Khương	21.0044389	105.8279488
226	đường Âu Dương Lân, Phường 3, Quận 8	10.7441825	106.6839545
227	Nguyễn Trường Tộ, Cao Thắng, Ngô Thời Nhiệm, Đào Duy Từ, Phú Nhuận	10.7991944	106.6802639
228	dường Thái Hà, Phường Đống Đa	21.0129882	105.820014
229	ngõ nông, Xuân La, Quận Tây Hồ	21.0596756	105.8040796
230	Khu vực trung tâm quận giáp danh Thanh Xuân - Hoàng Mai	20.9836984	105.8636257
231	Phan Huy ích, Phường 14, quận Gò Vấp	10.838523	106.6368009
232	Lê Văn Thọ, Đi Bộ Ra CV Làng Hoa	10.841896	106.656146
233	đường Võ Trường Toản, Ninh Kiều, Cần Thơ	10.0478578	105.7663557
234	Phùng Khắc Khoan, Quận 1	10.7855872	106.6968364
235	đườn Âu Cơ, Phường 10, Quận Tân Bình	10.780409	106.6440124
236	đường Trương Văn Chiến, Hiệu Phú		
237	Quang Trung, Quận Hà Đông	20.9551593	105.755404
238	Quang Trung		
239	Sơn Tây, Ba Đình	21.0329177	105.8310266
240	2 mặt tiền đường, Quận 1	10.7756587	106.7004238
241	Lê Trọng Tấn, Thanh Xuân	20.993927	105.8314531
242	Võ Chí Công, Tây Hồ	21.0737419	105.8105351
243	CMT8		
244	đường Lớn 10m, Quận Tân Bình	10.8014659	106.6525974
245	đường Tân Bình	10.8019643	106.6479432
246	kiệt 448 Trưng Nữ Vương, Hải Châu	16.0534021	108.2139122
247	Centa Vsip, Từ Sơn, Bắc Ninh	21.0746682	105.972411
248	Ngõ 41 Đông Tác, phường Phương Mai, quận Đống Đa	21.0042727	105.8333651
249	Nguyễn Lương Bằng, Quận Đống Đa	21.0161795	105.8286026
250	đường Đông Bắc, Phường Tô Ký, Quận 12	10.8763607	106.6126643
251	Đường Nguyễn Văn Đậu, Phường F11, Quận Bình Thạnh	10.8150511	106.6952197
252	Sư Vạn Hạnh, Quận 10	10.7678689	106.6715204
253	Linh Bình Thăng, Phường 13, Quận 11	10.7638102	106.6534468
254	đường số 10, Phường Bình Hưng Hòa, Quận Bình Tân	10.798204	106.6010128
255	Quốc lộ 22, Nguyễn Văn Bứa, Tân Thới Nhì, Hóc Môn	10.8840258	106.5870738
256	Thống Nhất, Phường 4, Quận Gò Vấp	10.7908238	106.6337914
257	Phan Huy Ích, Phường 12, Quận Gò Vấp	10.8375481	106.6363499
258	KĐT Xa La, Hà Đông	20.9622571	105.7923394
259	Hồng Tiến, Bồ Đề	21.039005	105.8756334
260	Ngõ Núi Trúc, Phố Núi Trúc, Quận Ba Đình	21.0300655	105.8226591
261	đường tại khu đô thị Centa Vsip, tp Từ Sơn, bắc Ninh	21.0746682	105.972411
262	Phan Huy Ích, Gò Vấp	10.8358359	106.6355599
263	Hồ Thị Kỷ, Quận 10	10.7651595	106.6770144
264	Bà hom, Phường 13, Quận 6	10.7550627	106.6290898
265	Tân Hoà Đông, Quận 6	10.759585	106.6284508
266	Tân Bình Giáp Bắc, Quận 10	10.8014659	106.6525974
267	Hải Châu, Đà Nẵng	16.0472002	108.2199588
268	đường Tân Kỳ Tân Quý	10.7977799	106.6154258
269	Xa Lo Hà Nội	10.8293067	106.7622483
270	đường 19/5, Ngõ 146	20.9735305	105.7854802
271	đường Tân Phước Khánh 32, Phường Tân Phước Khánh, Tân Uyên, Bình Dương	11.0028099	106.7385562
272	đường Tân Phước Khánh 32, TP.Tân Uyên, Bình Dương	11.0028099	106.7385562
273	Lê Quang Định, Bình Thạnh	10.8107331	106.6921173
274	Trung Tâm Tân Phú	10.7900517	106.6281901
275	Trung Tâm Tân Phú	10.7900517	106.6281901
276	Trại Chuối, Hồng Bàng, Hải Phòng	20.8568681	106.6622899
277	đường Lê Trọng Tấn, Quận Tân Phú	10.8079431	106.6201184
278	đường Trương Phước Phan, Phường Bình Trị Đông, Quận Bình Tân	10.7667203	106.6133357
279	Tân Bình, Quận 10	10.8014659	106.6525974
280	Nguyễn Hoàng, Quận 2	10.7967218	106.7449223
281	đường QL20	11.5311212	107.8685714
282	Hẻm Hoàng Hoa Thám, Quận Tân Bình	10.8027732	106.6475377
283	Nguyễn Thái Sơn, Phường 7, Quận Gò Vấp	10.8253029	106.6880405
284	Ngay Công Ty Changshin, Tân Phong	11.0129389	106.8514512
285	Hẻm Lý Thái Tổ, Quận 10	10.7675414	106.6748165
286	Vĩnh Tuy, Hai Bà Trưng	20.9984853	105.8686635
287	ngõ 477 Nguyễn Trãi, Thanh Xuân	20.9886385	105.8021939
288	Nguyễn Ngọc Lộc, Phường 14, Quận 10	10.7674225	106.6632011
289	Dương Lâm, Nại Hiên Đông	16.0943185	108.2272086
290	đường Số 14, Phường 8, Gò Vấp	10.8416801	106.6474927
291	đường Số 14, Phường 8, Quận Gò Vấp	10.8416801	106.6474927
292	27 Trần Văn Ơn, Nguyển Lộ Trạch, Công Ty Bđs Redland Huế	16.4655037	107.6048733
293	Trung Tâm Thanh Khê	16.0641802	108.1873407
294	Mã Lò, Quận 11	10.7629739	106.650084
295	Thanh Trì, Hà Nội	20.9344418	105.8462288
296	Ngô Thị Sỹ, Quận Vạn Phúc	20.9797665	105.778691
297	Ngô Thi Sỹ, Vạn Phúc, Hà Đống, Ngõ Ba Gác	20.9797665	105.778691
298	Phạm Văn Chiêu, Gò Vấp	10.8501221	106.6524088
299	Lạc Long Quân		
300	Kimbascus, Thanh Trì	20.9344418	105.8462288
301	đường Nguyễn Duyên		
302	Bồ Đề		
303	Phan Huy ích, Phường 12, Quận 12	10.8375481	106.6363499
304	Phạm Văn Chiêu, Hẻm Thông	10.8501221	106.6524088
305	Thoại Ngọc Hầu, Quận Tân Phú	10.779357	106.631884
306	đường Thoại Ngọc Hầu, Quận Tân Phú	10.779357	106.631884
307	đường số 14, Phường 8, Quận Gò Vấp	10.8416801	106.6474927
308	đường Nguyễn Văn Lượng, phường 17, quận Gò Vấp	10.8384998	106.6755728
309	Vạn Phúc Hà Đ excit	20.9786876	105.771796
310	Thôn Đặng, Long Biên	21.0186765	105.884813
311	Lê Trọng Tấn		
312	đường Hoàng Diệu 2, Phường Linh Trung	10.8564547	106.7660949
313	đường Võ Thị Sáu, Phường Thái Hòa, Quận Tân Uyên, Bình Dương	10.9870673	106.7425016
314	DT 179, Từ Sơn	21.1188332	105.9597843
315	Khu dân cư hiện hữu ở Bình Chánh	10.6630417	106.5672462
316	Lê Đức Thọ, Quận Gò Vấp	10.848289	106.6675573
317	đường Kim Hoa, Đống Đa	21.0096503	105.8391273
318	Lê Đại Hành		
319	Lý Thái Tổ, Phường 9, Quận 10	10.7677981	106.6715361
320	False		
321	Xã Đàn, Đống Đa	21.0129017	105.8355017
322	Xô Đàn, Đống Đa	21.0180725	105.8299495
323	đường Nguyễn Thị Tồn, Phường Bửu Hòa	10.9379471	106.8130343
324	Hẻm...		
325	ngõ 29 phố Khương Hạ, phường Khương Đình, quận Thanh Xuân, Hà Nội	20.9907124	105.8156605
326	Minh Khai, Quận Hai Bà Trưng	20.9959104	105.8576533
327	đường và phần vị trí khác		
328	đường Đồng Khởi, TP Biên Hòa, Đồng Nai	10.9738572	106.8520291
329	đường Hoàng Cầu, Đống Đa	21.0164782	105.8227056
330	Đại La, Hai Bà Trưng	20.9967983	105.8459272
331	Bạch Mai, Hai Bà Trưng	21.0008143	105.8517814
332	Giảng Võ, Quận Đống Đa	21.0278358	105.8247636
333	phố Đội Cấn, Phường Ba Đình, Quận Ba Đình	21.0353362	105.8238927
334	ông Hào Nam, Quận Đống Đa	21.0252222	105.8272153
335	Tân Hiệp, TP Biên Hòa	10.9656045	106.866728
336	đường ô tô, Phường Tân Vạn	10.9117711	106.8272458
337	Ngõ Tân Lạc, ngã tư Vọng, Trần Đại Nghĩa, Quận Hai Bà Trưng	20.9998093	105.845367
338	Khu K300, Quận Tân Bình	10.7988174	106.6509106
339	Nam Từ Liêm, Quận Mỹ Đình	21.0256221	105.7677817
340	ngõ 6 Tôn Thất Tùng, Quận Đống Đa	21.0055975	105.8300806
341	Hoàng Hoa Thám, Quận Tân Bình	10.8027732	106.6475377
342	Trung Phụng	21.0151077	105.8385705
343	Đồng Đa	21.0180725	105.8299495
344	mặt ngõ Nông, quận Đống Đa	21.0180725	105.8299495
345	Mặt ngõ Nông, Quận Đống Đa	21.0180725	105.8299495
346	Đồng Đa	21.0180725	105.8299495
347	Ngõ 1194, Chùa Láng	21.0229651	105.801254
348	Hẻm 8m, Quận 1	10.7626194	106.6926161
349	Văn Chương, Đống Đa	21.022491	105.8371026
350	Đống Đa	21.0180725	105.8299495
351	Ngã Tư Sở, Trường Chinh	21.0024158	105.8225978
352	Thịnh Quang	21.0083647	105.8180219
353	đường Khâm Thiên, Trung Phụng, Đống Đa	21.0190085	105.8380844
354	Phố ngõ 1		
355	ngõ 190 hoặc 138 Văn Chương, phường Đống Đa	21.022491	105.8371026
356	Lánh Cư, Quận Đống Đa	21.0180725	105.8299495
357	đường D	10.7700159	106.7674407
358	khu đô thị khu A An Vân Dương, trục đường Hoàng Quốc Việt và Võ Chí Công		
359	phố Thái Hà, Phường Đống Đa	21.0129882	105.820014
360	đường số 3, Phường Linh Xuân, Quận Thủ Đức	10.8758506	106.7660237
361	Mặt phố Trung Kính	21.0168067	105.7940437
362	đường Quang Trung, Phường Hiệp Phú, TP Thủ Đức	10.8436995	106.7731967
363	Bình Chánh	10.6630417	106.5672462
364	đường Hồng Tiến, Long Biên	21.0391667	105.8754569
365	ngõ 1D Trần Quang Diệu, phường Ô Chợ Dừa, quận Đống Đa, Hà Nội	21.0169948	105.8266333
366	Võ Duy Ninh, Nguyễn Hữu Cảnh, Ngô Tất Tố, Nguyễn Văn Lạc	10.790264	106.7176291
367	Nguyễn Thượng Hiền, Bình Thạnh	10.8115608	106.685177
368	Trần Phú, Hà Đông	20.9799246	105.7873752
369	Phạm Văn Đồng		
370	Mỹ Đình	21.0256221	105.7677817
371	Ô tô ngủ trong nhà, Phường 6, Quận Tân Bình	10.7837883	106.6582557
372	đường Vũ Trọng Phụng, Quận Thanh Xuân	20.999591	105.8081092
373	Tổ Quan, Quận Đống Đa	21.0100908	105.8264782
374	đường Kim Mã, Quận Ba Đình	21.030533	105.8172308
375	Linh Đông	10.843909	106.7441048
376	đường ô tô, Phường Long Bình	10.93909	106.8844884
377	Luỹ Bán Bích, Quận Tân Phú	10.7766943	106.6341303
378	đường Thế Lữ, Hạ Lý, Hồng Bàng, Hải Phòng	20.8581226	106.6745848
379	Nguyễn Duy Cung, Quận Gò Vấp	10.8390328	106.6426377
380	Thành Phố Huế	16.4637117	107.5908628
381	Kinh Doanh khu Bàu Cát	10.7918013	106.6439464
382	Trung Tâm Bàu Cát		
383	Hẻm Dương Bá Trạc, Quận 8	10.7447096	106.6890439
384	Ngang 4, Quận 6	10.7480929	106.6352362
385	khu Nam Việt Á	16.0287763	108.2400801
386	P12, Quận 5, khu Võ Trường Toản	10.7544029	106.6518695
387	Tạ Quang Bửu		
388	Lê Trọng Tấn, Thanh Xuân	20.993927	105.8314531
