	Title	Price	Links	Diện tích (m2)	Số phòng ngủ	Số phòng WC	Địa chỉ	Description
16	2.8 Tỷ Diện Tích 100M2 Nhà 2 Tầng Trần Đại Nghĩa Ngũ Hành Sơn ..	4.45 tỷ	https://batdongsan.vn/28-ty-dien-tich-100m2-nha-2-tang-tran-dai-nghia-ngu-hanh-son-r270195	100	nan	nan	Thành phố Đà Nẵng	"2.8 Tỷ Diện Tích 100M2 Nhà 2 Tầng Trần Đại Nghĩa Ngũ Hành Sơn .
Nhà lô góc 2 mặt kiệt, kiệt thông tứ phía.
Diện tích 98m2 ( 6m5 x 15m)
Nhà 2 tầng có 4 phòng ngủ, 4 wc công năng đủ.
Chủ xây lối đi riêng đang cho thuê 2 phòng trên lầu.
Pháp lý sổ hồng cất két nở hậu tài lộc.
Chủ muốn bán để ra mặt đường lớn.
Giá bán 2,8 tỷ có thương lượng.
Gọi ngay em Minh Nhà Phố 0986598266 xem nhà.
Cam kết thông tin chính xác 100%."
17	Bán nhà 1 Trệt 1 lầu 61m2 thổ cư đường ô tô (P. Hoá an) chỉ 1,9 tỉ	2.8 tỷ	https://batdongsan.vn/ban-nha-1-tret-1-lau-61m2-tho-cu-duong-o-to-p-hoa-an-chi-19-ti-r270194	61	3	2	nan	"???????? Bán nhà 1 Trệt 1 lầu 61m2 SHR thổ cư đường ô tô (P. Hoá an)
+ Vị trí: Gần nhà thờ Hoá an,cách đường Bùi Hữu Nghĩa khoảng 500m
+ Diện tích: 5.8x11m (61m2)
+ Sổ hồng riêng thổ cư 100%
+ Nhà 1 Trệt 1 lầu thiết kế năng động,trẻ trung gồm:1 phòng khách,3 phòng ngủ,2 tolet,nhà bếp và sân để xe. Đường 5m ô tô chạy vi vu"
18	Bán nhà Quận 7, Hoàng Quốc Việt, ngang 5m dài 12m, 4 Tầng mới rất đẹp, phong cách Châu Âu, giá 8.6 tỷ TL	1.9 tỷ	https://batdongsan.vn/ban-nha-quan-7-hoang-quoc-viet-ngang-5m-dai-12m-4-tang-moi-rat-dep-phong-cach-chau-au-gia-86-ty-tl-r270193	60	5	5	Thành phố Hồ Chí Minh	"+ Kết cấu: 1 trệt, lửng, 3 Lầu, 5 PN rộng thoáng, có ban công, giếng trời, có sẵn hệ thống nóng lạnh dùng năng lượng mặt trời.

+ Nhà thuộc khu phân lô đồng bộ ngang 5m, xe hơi đậu ngày đêm thoải mái. Dân trí cao.

+ Vị trí sát KDC Lacasa, khu vực xây tòa Biệt thự, Dinh thự, kế Sân Bóng đá của Công Vinh- Thủy Tiên, phút qua Phú Mỹ Hưng, gần Trường học các Cấp, tiện ích không thiếu gì.

+ Pháp lý chuẩn, hoàn công đầy đủ, công chứng mua bán ngay.

Liên hệ: Ms. Trúc 09898.100.85/ 0938.966.136"
19	✌️ HẬU GIANG Q.6 - NHÀ MỚI - HXH VÀO Ở NGAY - 6 TỶ BỚT LỘC	8.6 tỷ	https://batdongsan.vn/hau-giang-q6-nha-moi-hxh-vao-o-ngay-6-ty-bot-loc-r270192	43	2	nan	nan	"✌️ HẬU GIANG Q.6 - NHÀ MỚI - HXH VÀO Ở NGAY - 6 TỶ BỚT LỘC

✅ Vị trí: Hậu Giang P.11 Q.6
✅ DT: 3m7 x 12m ( DTSD: 156m2 )
✅ Kết cấu: 1 trệt 1 lửng 2 lầu. 2PN, Phòng thờ, sân thượng
✅ Nhà cách đường chỉ 20m, xe hơi đỗ trước nhà. Ngay cầu vượt Hậu Giang

☎️ Gọi ngay đi xem Nhà Đẹp này 093 888 6128 Thúy Dinh ( 翠莹 ).
⏩ Kết bạn Zalo để xem kho hàng và luôn cập nhật hàng mới nhất
---------------------
KHÔNG TIN ẢO - NHÀ THẬT HÌNH THẬT
Ms332"
20	Bán nhà 1 Trệt 1 Lầu SHR thổ cư đường ô tô (P.Tân Phong) chỉ 2,750 tỉ	"Giá bán
Dưới 500 triệu
Từ 500 - 800 triệu
Từ 800 triệu - 1 tỷ
Từ 1 - 2 tỷ
Từ 2 - 3 tỷ
Từ 3 - 5 tỷ
Từ 5 - 7 tỷ
Từ 7 - 10 tỷ
Từ 10 - 20 tỷ
Từ 20 - 30 tỷ
Trên 30 tỷ"	https://batdongsan.vn/ban-nha-1-tret-1-lau-shr-tho-cu-duong-o-to-ptan-phong-chi-2750-ti-r270191	61	nan	nan	nan	"❌❌ Hạ giá 3tỷ250 giờ còn 2tỷ790tr
???????? Bán nhà đẹp y hình !!! 1 trệt 1 lầu Cư xá Phúc Hải (P. Tân Phong)
+ Vị trí : Ngay ủy ban phường, trường tiểu học ,khu cư xá phúc hải,dân cư đông đúc ,đường xe hơi
+ DIỆN TÍCH: ( 5 x 12m ) 61m thổ cư 100%. sang tên nhanh gọn
+ Nhà 1 Trệt 1 lầu thiết kế hiện đại trẻ trung gồm: 1 phòng khách,2 phòng ngủ,2 tolet,nhà bếp"
21	Nhà mới cực đẹp - cực hiếm tại Phú Nhuận	2.75 tỷ	https://batdongsan.vn/nha-moi-cuc-dep-cuc-hiem-tai-phu-nhuan-r270190	38	5	4	nan	"Diện tích: 3.25 x 11.75m, hiện trạng 38m2

Kết cấu: 1 trệt, 2 lầu + sân thượng chill chill
Gồm 1 phòng khách, phòng bếp, 5 phòng ngủ, 4 nhà vệ sinh

Hẻm trước nhà rộng thoáng, dân trí cao
Duy nhất một căn khu VIP đường Phan Xích Long – vị trí trung tâm đắc địa quận Phú Nhuận

Pháp lý sổ hồng riêng, hoàn công đầy đủ
Cam kết thông tin thật 100%

Liên hệ xem nhà 24/7
☎️ 0774495314 (Như)"
22	HÀNG HIẾM - BÁN NHÀ MỚI ĐẸP 1 TRỆT 1 LẦU Khu Dân Cư Mỹ Hạnh 4x10 SHR	5.5 tỷ	https://batdongsan.vn/hang-hiem-ban-nha-moi-dep-1-tret-1-lau-khu-dan-cu-my-hanh-4x10-shr-r270187	40	2	nan	nan	"Gía muốn bán là 650 triệu cho trả trước 50% còn lại góp 0 lãi
- DT: 4 x10=40m2

- Sân trước rất rộng, sân sau lấy không khí ánh sáng hoặc phơi đồ.
- Kết cấu nhà gồm: 1 sân trước, 1 phòng khách rộng rãi, 2 phòng ngủ, 2 toilet, 1 nhà ăn + bếp, ban công thoáng mát. Nhà xây dựng kiên cố, mâm đúc chắc chắn, thiết kế hiện đại, phong cách sang trọng, nội thất cao cấp!

Nhà nằm gần nhiều khu công nghiệp với chợ công nhân ở cũng đông đúc cũng tiện cho việc anh chị cho thuê

Đường vào nhà đã đổ bê tông sạch sẽ anh chị không sợ việc đi lại khó khăn
Anh chị thiện chí mua nhà thì để lại số điện thoại em gửi sổ sách định vị cho mình hoặc liên hệ em Ngọc My"
23	Nhà mặt tiền đường kinh doanh 12m, 3 tầng Tân Sơn Nhì, chỉ 6.25 tỷ	650 triệu	https://batdongsan.vn/nha-mat-tien-duong-kinh-doanh-12m-3-tang-tan-son-nhi-chi-625-ty-r270184	51	2	3	Tân Sơn Nhì, P. Tân Sơn Nhì, Tân Phú	"Nhà 3 tầng, sân thượng. Đúc kiên cố, có 2 phòng ngủ chính. Mặt tiền đường kinh doanh 12m, vĩa hè ô tô đậu. Vị trí ngay ngã tư Tân Sơn Nhì - Nguyễn Văn Săng. Tiện kinh doanh, làm văn phòng, spa, ở cho thuê,..
Nhà gần KFC, Phố Nướng Tân Sơn Nhì, ngân hàng Techcombank,.. Vị trí trung tâm, đi đâu cũng tiện. Tiện ích xung quanh đầy đủ. Sổ hồng riêng, nở hậu. Liên hệ anh Võ xem nhà: 0909 100 817. Không tiếp trung gian."
24	Bán nhà 25m2 gần Phố Khâm Thiên Đống Đa giá 2.15 Tỷ kinh doanh, Ô tô	6.25 tỷ	https://batdongsan.vn/ban-nha-25m2-gan-pho-kham-thien-dong-da-gia-215-ty-kinh-doanh-o-to-r270180	25	nan	nan	Hà Nội	"+ Vị trí rất đẹp: gần ngã 6 Ô Chợ Dừa thông ra nhiều trục chính đường lớn, kinh doanh hot
+ 5p đi xe tới nhiều tiện ích: Ga Hà Nội, Văn Miếu Quốc Tử Giám, Sân bóng Hoàng Cầu
+ Ngõ trước nhà rộng xe ba gác vào được .
+ Nhà thoáng ở mát, đầy đủ tiện ích.
+ Khu vực an ninh tốt, dân trí cao, hàng xóm thân thiện.
+ Sổ đỏ đẹp chính chủ, chủ thiện chí bán.
Liên Hệ ngay: 0373022620 (Văn Anh) để được hỗ trợ 24/7 và xem nhà miễn phí."
25	Đến là MÊ Bán nhà 4 tầng 46m2 hướng TN đẹp đô thị Himlam, Hùng Vương, Hồng Bàng, Hải Phòng 3,15 tỷ	2.15 tỷ	https://batdongsan.vn/den-la-me-ban-nha-4-tang-46m2-huong-tn-dep-do-thi-himlam-hung-vuong-hong-bang-hai-phong-315-ty-r270179	46	3	3	Himlam, Hùng Vương, Hồng Bàng, Hải Phòng	"???? ĐÔ THỊ SỐNG BẬC NHẤT HÙNG VƯƠNG????????????
???? Địa chỉ: Him Lam, Hùng Vương, Hồng Bàng, Hải Phòng
???? LH Em Tâm: 0796-336-866
46m2-4 tầng- 3,15 tỷ

???? Thông số:
- Diện tích: 46m2.
- Ngang: 4m.
- Hướng: TN
- Đường: 10m

???? Pháp lý rõ ràng

???????? Giá: 3,15 tỷ( TT)

???? Cấu trúc:
+ Tầng 1: phòng khách, bếp, wc
+ Tầng 2: 1 phòng khách tầng 2
+ Tầng 3: 2 phòng ngủ, wc
+ Tầng 4: phòng thờ, sân phơi

???? Nhà nằm trong khu phân lô cao cấp đô thị số 1 Hùng Vương, Hồng Bàng. Đời sống anh ninh cực tốt.

???? Cơ sở hạ tầng đồng bộ, có không gian vui chơi dành riêng cho trẻ em mà lại vô cùng an toàn.

???? Chi tiết LH Mrs Tâm: 0796-336-866 Công ty Bán Nhà Hải Phòng “ UY TÍN- TẬN TÂM- CHUYÊN NGHIỆP”"
