Title	Price	Diện tích (m2)	Số phòng ngủ	Số phòng WC	Địa chỉ	Description	Chỗ để xe hơi	Đang cho thuê	CSVC xung quanh	Vấn đề pháp lý, sổ đỏ	ExtractedTitle	Address1	Address2
NHÀ 2 TẦNG Ở LÊ DUẨN TRUNG TÂM THÀNH PHỐ - GẦN CÁC TRƯỜNG ĐẠI HỌC ĐÀ NẴNG	7.4	44	3.0	2.0		"NHÀ 2 TẦNG MỚI XÂY Ở LÊ DUẨN - ĐÀ NẴNG

- DTSD: 88m2.
- Đầy đủ công năng với thiết kế hiện đại.
- Giá bán: 2 tỷ xxx có thương lượng.
- Số đỏ cất két, sẵn sàng giao dịch.

Liên hệ: 0396.802.003 ( Huyền Ngọc )"	False	False	True	False	Lê Duẩn, Đà Nẵng	Lê Duẩn, Đà Nẵng	Lê Duẩn, Đà Nẵng
Nhà ngõ Nguyễn Chí Thanh,40m,sát ô tô, đối diện VINCOM,6.6 tỷ,0987189596	15.8	40				"Nhà ngõ Nguyễn Chí Thanh,40m,sát ô tô, đối diện VINCOM,6.6 tỷ,0987189596
Mô tả:
+ Vị trí nhà ở ngõ của đường Nguyễn Chí Thanh, 3m ra đường ô tô. Đối diện VINCOM Nguyễn Chí Thanh
+ 4 tầng chủ xây chắc chắn, xung cách trường Đại học lớn như Đại học Luật Hà Nội, Học viện Thanh thiếu niên Việt Nam, Đại học Văn hóa - Nghệ thuật Quân Đội.
- Tầng 1: Khách, bếp, WC.
- Tầng 2,3: Mỗi tầng 2 ngủ + 1WC giữa.
- Tầng 4: Phòng thờ, sân phơi.
+ Sổ đỏ vuông, chính chủ, giao dịch ngay.
+ Giá 6.6 tỷ ra lộc nhẹ.
Lh:E Trí 0987189596 để được kết nối gặp chủ nhà đàm phán ngay.(Miễn TG, môi giới)"	False	False	True	False	Ngõ Nguyễn Chí Thanh	Ngõ Nguyễn Chí Thanh	Ngõ Nguyễn Chí Thanh
Bán nhà Tân Mai 45m2 x 5T, Nhà mới Koong, ngõ nông rộng đẹp ở luôn. Chỉ hơn 4 tỷ	6.6	45	5.0	4.0	Tân Mai	"Bán nhà Tân Mai 45m2 x 5T, Nhà mới Koong, ngõ nông rộng đẹp ở luôn. Chỉ hơn 4 tỷ

+ Nhà nằm Trung tâm quận Hoàng mai, gần trung nhiều tiện ích xung quanh, gần Trường Cấp 1, 2 Tân Mai, hồ Đền Lừ thuận tiện cho gia đình nhiều thế hệ Sau QH Nhà ra Mặt đường 30m không vào 1 ly nào. Ra mặt đường Giá trị nhà tăng phi mã.
+ Nhà mình bán thuận tiện đi Kim Đồng, Giải Phóng; Trương Định, Bạch Mai, Minh Khai, Đại La, Thanh Nhàn, Lê Thanh Nghị.......
+ Nhà 5 tầng chủ xây tâm huyết kiên cố, chắc chắn.
+ Tiện ích ngập tràn, 2 phút ra hồ Đền Lừ, trường học các cấp, chợ cách 1 phút đi xe. Gần các trường đại học lớn Bách - Kinh - Xây. Gần Bệnh viện Bạch Mai, Thanh Nhàn, Việt Pháp, Tai Mũi Họng, Da Liễu .....
+ Tầng 1: Sân để xe, khách, bếp, wc.
+ Tầng 2+3+4: Mỗi tầng 1 ngủ + wc kép kín.
+ Tầng 5: phòng ngủ, wc và sân phơi.
- Sổ đỏ chính chủ vuông đét.
- Giá: 4 tỷ 900 triệu. Có TL
- LH Ms Loan 0963115980

XEM NHÀ MIỄN PHÍ, LÀM VIỆC CHÍNH CHỦ. Miễn TGMG."	False	True	True	False	Tân Mai	Tân Mai	Tân Mai
BÁN NHÀ ĐẸP 3 TẦNG MẶT TIỀN ĐƯỜNG 7,5M, TRUNG TÂM QUẬN SƠN TRÀ, ĐÀ NẴNG, CHỈ 5,5 TỶ.	4.9	100	8.0	8.0	Đường Ngô Thì Hương, Sơn Trà, Đà Nẵng	"+ VỊ TRÍ ĐẸP – GIÁ SIÊU RẺ - NHÀ 3 TẦNG ĐƯỜNG 7.5M, LỀ 4,5M - ĐANG KINH DOANH NHÀ NGHỈ SẴN DÒNG TIỀN FULL NỘI THẤT, CƠ HỘI ĐẦU TƯ SINH LỜI CÓ 1-0-2.
+ Chủ cần tiền chuyển mục đích kinh doanh, nên muốn bán nhanh căn nhà đang kinh doanh nhà Nghỉ giá cực rẻ. Tổng giảm chào 2 lần là 1,2 tỷ (từ 6,7 tỷ xuống còn 5,5 tỷ). Cơ hội sở hữu ngôi nhà đẹp giá rẻ cho Chủ mới có duyên cơ sở hữu ngôi nhà này.
Thông tin chi tiết:
+ Vị trí cực đẹp, nhà nằm tuyến đường Ngô Thì Hương đối diện công viên, kề sông, cạnh biển nên mát mẻ quanh năm. Đường Ngô Thì Hương nằm song song với đường Chu Huy Mân, giao nhau với đường Hồ Hán Thương, Lý Nhật Quang... gần chợ, các trường học, siêu thị, công viên… khu dân cư an ninh tốt, tiện ích xung quanh không thiếu thứ gì.
+ Đường 7.5m vỉa hè 4,5m, đối diện là công viên thoáng mát, khu vực kinh doanh buôn bán rất thuận lợi.
+ Công năng nhà 3 tầng, diện tích 100m2 (5 x 20) gồm: Phòng khách, Phòng ăn + bếp, Phòng giặt phơi và 8 Phòng ngủ khép kín (Chủ đang kinh doanh nhà nghỉ)
+ Tầng 1 gồm: Phòng khách, phòng ăn + bếp và 1 phòng ngủ, wc.
+ Tầng 2+3 gồm: 7 phòng nghỉ khép kín đầy đủ công năng và khu giặt phơi.
+ Chủ đang kinh doanh nhà nghỉ tổng có 7 phòng, lợi nhuận thu nhập hàng tháng trên 30 triệu.
+ Sổ đẹp phân lô, công chứng ngay.
+ Giá: 5,5 tỷ (Có ra lộc cho khách thiện chí mua nhà)
+ Liên hệ: Mr.Tín 0905154727 để được tư vấn, xem nhà & làm việc chính Chủ"	False	True	True	False	Ngô Thì Hương, Quận Sơn Trà, Đà Nẵng	Đường Ngô Thì Hương, Sơn Trà, Đà Nẵng	Ngô Thì Hương, Quận Sơn Trà, Đà Nẵng
Bán nhà đẹp 4 tầng 4x 20m- mặt tiền kinh doanh-Bình Tân giáp Quận 6	5.5	80	4.0	4.0	Thành phố Hồ Chí Minh	"-BÌNH TÂN, GIÁP QUẬN 6, LÝ CHIÊU HOÀNH, MẶT TIỀN KINH DOANH SIÊU ĐỈNH - MẶT ĐƯỜNG 20M
-Nhà 4 tầng 4x20m2, 5P.N, Wc, Nội thất cao cấp.
-Chỉ 10 t.ỷ 88 Tlcc, Phâp lý chuẩn.
☎️zalo 0938059388. Nhà Phố SG.
-Vi trí đep, Gần Aeon mall, MTKD, Khu vip sầm uất, ngay trục đường lớn Lý Chiêu Hoàng.
#nhaphosg,#nhagiare,#tphcm."	False	False	True	False	Lý Chiêu Hoàng, Bình Tân giáp Quận 6	Thành phố Hồ Chí Minh	Lý Chiêu Hoàng, Bình Tân giáp Quận 6
Bán nhà đẹp 4 tầng 4x 20m- mặt tiền kinh doanh-Bình Tân giáp Quận 6	10.88	80	4.0	4.0	Thành phố Hồ Chí Minh	"-BÌNH TÂN, GIÁP QUẬN 6, LÝ CHIÊU HOÀNH, MẶT TIỀN KINH DOANH SIÊU ĐỈNH - MẶT ĐƯỜNG 20M
-Nhà 4 tầng 4x20m2, 5P.N, Wc, Nội thất cao cấp.
-Chỉ 10 t.ỷ 88 Tlcc, Phâp lý chuẩn.
☎️zalo 0938059388. Nhà Phố SG.
-Vi trí đep, Gần Aeon mall, MTKD, Khu vip sầm uất, ngay trục đường lớn Lý Chiêu Hoàng.
#nhaphosg,#nhagiare,#tphcm."	False	False	True	False	đường Lý Chiêu Hoàng, Quận 6	Thành phố Hồ Chí Minh	đường Lý Chiêu Hoàng, Quận 6
Bán nhà hẻm 3M - GẦN HIỆP THÀNH CITY - 60M2 CHỈ NHỈNH 3 TỶ	10.88	60	3.0		HT 26 - phường Hiệp Thành - quận 12	"Mô tả:

????Diện tích: 4m x 15m diện tích 60m2 công nhận 56m2.
???? Kết cấu nhà trệt, gác lửng gồm 3 PN - 1 phòng dưới 2 phòng trên thích hợp cho gia đình có người lớn tuổi.
???? Nhà mới đẹp ở liền. Hẻm 3m sạch sẽ
???? Vị trí trung tâm của phường Hiệp Thành, kề bên Hiệp Thành city, bến xe bus,…
???? Sổ hồng cất két, sẵn sàng giao dịch."	False	True	True	False	đường Hiệp Thành, quận Hiệp Thành	HT 26 - phường Hiệp Thành - quận 12	đường Hiệp Thành, quận Hiệp Thành
Bán nhà Gò Vấp, thiết kế đẹp, ở ngay, Đ.Số 8 Phường 11, 5 tầng, 5.2 tỷ	3.1	34	5.0	3.0	Đường Số 8	"MS 26223
* Vị trí: cách 1 căn nhà ra đầu hẻm đường Số 8, phường 11, Gò Vấp.
• Nhà mới đẹp, tặng toàn bộ nội thất sang xịn cho khách.
* Diện tích 34m2, 5 tầng BTCT.
• Hẻm sạch sẽ, an ninh, dân trí.
• Sổ đẹp vuông vức. Hoàn công đầy đủ. công chứng ngay.,"	False	True	True	False	đường Số 8, Phường 11, Quận Gò Vấp	Đường Số 8	đường Số 8, Phường 11, Quận Gò Vấp
Cần bán nhà phố xung quanh biệt thự ngay trung tâm Quận 7	5.2	55	4.0	3.0	935/20/....	"Bán nhà chính chủ:
-Diện tích sử dụng 142m2
-Cách Phú Mỹ Hưng 600m.
-UBND, Cục Thuế 600m.
-Cách đầu cao tốc HCM - Dầu dây 15 Phút.
-Cách đầu cao tốc trung Lương Mỹ Thuận 30 Phút.
-Hẻm xe ba gát.xe máy lách nhau (Kia morning vô dc.)
-4 Phòng ngủ 3 tolet
-Tiện ích xung quanh đầy đủ.
-Trường mầm non, cấp 1-2-3 bán kính 2km nhiều.
-Siêu thị Go, C mall, BHX,.... chưa đầy 1km.
Chi tiết thêm liên hệ sdt... (thương lượng)"	False	False	True	True	Phú Mỹ Hưng, Quận 7	935/20/....	Phú Mỹ Hưng, Quận 7
HOÀNG SÂM, QUẬN CẦU GIẤY PHÂN LÔ 44M-MT4M Ô TÔ TẢI TRÁNH, KD-10 TỶ	5.35	44	5.0	4.0	Đường Hoàng SÂM, Cầu Giấy, HÀ NỘI	"HOÀNG SÂM, QUẬN CẦU GIẤY PHÂN LÔ 44M-MT4M-4T Ô TÔ TẢI TRÁNH, KD-10 TỶ

Mô tả:
+ đường Hoàng Sâm Giáp Hoàng Quốc Việt, Phùng Chí Kiên, giao thoa giữa Cầu Giấy, Hồ Tây và Bắc từ liêm, di chuyển thuận tiện nhiều tuyến phố, gần khu Ngoại Giao Đoàn,
+ Sở hữu vị trí nhiều khách săn tìm, ở sướng, kinh doanh vp, spa…
+ Nhà thiết kế:
- Tầng 1 gara, phòng bếp, vệ sinh.
- Tầng lửng phòng khách.
- Tầng 2,3 mỗi tầng 2 phòng ngủ, 1 vệ sinh.
- Tầng 4 phòng thờ, phòng để đồ, vệ sinh.
- Tầng tum sân phơi.
+ Sổ đỏ phân lô vuông đẹp sẵn sàng sang tên chủ mới.

khách sẵn sàng mua gọi ngay: Mrs Thu 0977786667"	False	False	True	False	đường Hoàng Sâm, Phùng Chí Kiên, Quận Cầu Giấy	Đường Hoàng SÂM, Cầu Giấy, HÀ NỘI	đường Hoàng Sâm, Phùng Chí Kiên, Quận Cầu Giấy
HOÀNG SÂM, QUẬN CẦU GIẤY PHÂN LÔ 44M-MT4M Ô TÔ TẢI TRÁNH, KD-10 TỶ	10	44	5.0	4.0	Đường Hoàng SÂM, Cầu Giấy, HÀ NỘI	"HOÀNG SÂM, QUẬN CẦU GIẤY PHÂN LÔ 44M-MT4M-4T Ô TÔ TẢI TRÁNH, KD-10 TỶ

Mô tả:
+ đường Hoàng Sâm Giáp Hoàng Quốc Việt, Phùng Chí Kiên, giao thoa giữa Cầu Giấy, Hồ Tây và Bắc từ liêm, di chuyển thuận tiện nhiều tuyến phố, gần khu Ngoại Giao Đoàn,
+ Sở hữu vị trí nhiều khách săn tìm, ở sướng, kinh doanh vp, spa…
+ Nhà thiết kế:
- Tầng 1 gara, phòng bếp, vệ sinh.
- Tầng lửng phòng khách.
- Tầng 2,3 mỗi tầng 2 phòng ngủ, 1 vệ sinh.
- Tầng 4 phòng thờ, phòng để đồ, vệ sinh.
- Tầng tum sân phơi.
+ Sổ đỏ phân lô vuông đẹp sẵn sàng sang tên chủ mới.

khách sẵn sàng mua gọi ngay: Mrs Thu 0977786667"	False	False	True	False	đường Hoàng Sâm, Phùng Chí Kiên, Quận Cầu Giấy	Đường Hoàng SÂM, Cầu Giấy, HÀ NỘI	đường Hoàng Sâm, Phùng Chí Kiên, Quận Cầu Giấy
Bán nhà hẻm xe hơi đường Gò Dầu Tân Quý Tân Phú	10	55	6.0	3.0	Gò Dầu Tân Quý Tân Phú	"SIÊU PHẨM HẺM NHỰA 6M - NHÀ ĐẸP LONG LANH - 4.5x12 - 2 LẦU 6.6 TỶ.
+Trệt 2 lầu sân thượng, mỗi lầu 2 phòng ngủ. 3 nhà vệ sinh.
+ Sổ vuông vắn, đang nhờ ngân hàng giữ.
+ Hẻm nhựa 6m ô tô ngủ trong nhà."	True	False	True	True	đường Gò Dầu, Phường Tân Quý, Quận Tân Phú	Gò Dầu Tân Quý Tân Phú	đường Gò Dầu, Phường Tân Quý, Quận Tân Phú
Mặt Tiền Kinh Doanh Chu Văn An Phường 12, 4.5 nở hậu 6.2 x 17 2 Tầng Giảm 3.5 Tỷ Còn 11 Tỷ.	6.6	77	4.0	4.0	Chu Văn An	"Mặt Tiền Kinh Doanh Chu Văn An Phường 12, 4.5 nở hậu 6.2 x 17 2 Tầng Giảm 3.5 Tỷ Còn 11 Tỷ.
Chủ Nhà có việc gấp cần nhượng căn nhà yêu thích cho chủ mới ngay trung tâm Bình Thạnh đường Chu Văn An giao các tuyến đường Phan Văn Trị, đường Nơ Trang Long, đường Nguyễn Khuyến, đường Tăng Bạt Hổ di chuyển nhanh qua quận 1, quận 3, quận Phú Nhuận, đi đến sân bay Tân Sơn Nhất chỉ 5 - 10 phút.
Thông số diện tích 77m2 ( ngang 4.5m nở hậu 6.2m x 17m ) công nhận đủ
Kết cấu gồm 1 trệt 1 lầu BTCT. Gồm 2PN, 2WC, bếp, mặt bằng kinh doanh
Chính chủ lâu năm, cho thuê dòng tiền 40 triệu/ tháng.
Sổ hồng chính chủ, pháp lý chuẩn, công chứng mua bán ngay
Liên hệ Xuân Nghị để xem và tìm nhà ưng ý miển phí 0987581589"	True	True	True	False	đường Chu Văn An, Phường 12, Quận Bình Thạnh	Chu Văn An	đường Chu Văn An, Phường 12, Quận Bình Thạnh
1 trệt 2 lầu,ngay trung tâm Tân Uyên,pháp lý chuẩn,thanh toán chỉ 1,5 tỷ	11	100	3.0	4.0		"✨ NHÀ PHỐ LIỀN KỀ NGAY TTHC TP.TÂN UYÊN-BÌNH DƯƠNG ✨

-NH hỗ trợ vay đến 70% ( Viettinbank )
-Tọa lạc ngay mặt tiền đường Nguyễn Hữu Cảnh
-Kết nối giao thương thuận tiện - liên kết với các tỉnh Tây Nguyên,Đồng Nai,Tp.HCM chỉ 45'
-Hạ tầng hoàn thiện ( theo tiêu chuẩn Singapore )
-Tiện ích nội - ngoại khu đầy đủ ko thiếu thứ gì
-Quy mô 500 căn nhà phố & shophouse
-DT đa dạng: 5x15,5x19,10x18.....
-Pháp lý rõ ràng - minh bạch
-CHIẾT KHẤU ƯU ĐÃI CHO 30 CĂN ĐẦU TIÊN
-------------------------------------------------"	False	True	True	False	đường Nguyễn Hữu Cảnh, Tân Uyên, Bình Dương	đường Nguyễn Hữu Cảnh, Tân Uyên, Bình Dương	đường Nguyễn Hữu Cảnh, Tân Uyên, Bình Dương
nhà hẻm 5m thông tiện kinh doanh đa ngành nghề, sân thượng, ngay trường ĐH	1.5	42	3.0	3.0		"Nhà Dương Quảng Hàm, Phường 5, Gò Vấp.
+ Diện tích: 5m x 9m = 42m2
Kết cấu: cấp 1 trệt 2 lầu sân thượng: 3 phòng ngủ, 3wc
+ vị trí: hẻm 5m thông, gần trường đại học
Nhà hoàn công đầy đủ
Hotline : Duyên 0908638007 để biết thêm chi tiết.
Hình minh họa"	False	False	True	False	Dường Dương Quảng Hàm, Phường 5, Quận Gò Vấp	Dường Dương Quảng Hàm, Phường 5, Quận Gò Vấp	Dường Dương Quảng Hàm, Phường 5, Quận Gò Vấp
VIP_SIÊU HIẾM_Toà nhà 100m2x8T thang máy Huỳnh Thúc Kháng, Dòng tiền 120tr/th. Chỉ 25,5 tỷ	5.65	100				"VIP_SIÊU HIẾM_Toà nhà 100m2x8T thang máy Huỳnh Thúc Kháng, Dòng tiền 120tr/th. Chỉ 25,5 tỷ
Chủ nhà cần tiền nên bán:
+ Lô góc nằm tại phố Huỳnh Thúc Kháng_ khu Vip quận Đống Đa. Mặt ngõ ô tô tránh nhau, gần các tuyến đường lớn Nguyên Hồng, Nguyễn Chí Thanh, Thái Hà,… Gần các trường đh lớn (ĐH Ngoại Thương, Học viện Ngoại Giao, ĐH Luật,…), Trung tâm Thương mại Vincom,…
+ Diện tích rộng 100m2 xây 8 tầng thang máy
+ Thiết kế hiện đại, nhà mới đẹp. Tầng 1 kinh doanh vp, các tầng còn lại với 20 phòng căn hộ mang tại dòng tiền 120tr/th
+ Khách mua mới vào vận hành luôn dòng tiền sẵn hàng tháng.
+ Chủ nhà thiện chí bán nhanh
+ Sổ đỏ vuông đẹp.
=== Giá bán chỉ 25,5 tỷ có thương lượng.
=== Khách hàng có nhu cầu quan tâm, liên hệ em: 0973.114.938"	False	True	True	False	phố Huỳnh Thúc Kháng, Quận Đống Đa	phố Huỳnh Thúc Kháng, Quận Đống Đa	phố Huỳnh Thúc Kháng, Quận Đống Đa
