Title	Price	Diện tích (m2)	Số phòng ngủ	Số phòng WC	Địa chỉ	Description	Chỗ để xe hơi	Đang cho thuê	CSVC xung quanh	Vấn đề pháp lý, sổ đỏ	ExtractedTitle	Address1	Address2
NHÀ BÁN HXH LUỸ BÁN BÍCH, TÂN PHÚ - 64M (4x16) SỔ A4 - NHÀ 4 TẦNG BTCT - CHỈ 5 TỶ 4.	6.6	64	4.0		Thành phố Hồ Chí Minh	"Mô tả:
???? Kết cấu: 1 trệt 2 lầu sân thượng chill, sân rộng để xe.
???? Diện tích: 64m2 ( 4x16 ) sổ công nhận đủ.
???? Hẻm xe hơi 7 chỗ đổ cửa, cách mặt tiền Luỹ Bán Bích 50m, sạch sẽ, thoáng mát.
???? Tiện ích xung quanh đầy đủ, không thiếu thứ gì trong bán kính 500m.
???? Vị trí rất đẹp ngay CV Đầm Sen Park, giáp Q11, thuận tiện di chuyển vô trung tâm.
???? Sổ cực kỳ vuông vức, không lỗi phong thủy, không lộ giới, sổ tại nhà khách thích là công chứng.
==================================
???? Hãy gọi xem nhà ngay: 0354 299 320"	False	False	True	False	Luỹ Bán Bích, Quận Tân Phú	Thành phố Hồ Chí Minh	Luỹ Bán Bích, Quận Tân Phú
Bán nhà Hẻm Xe Tải, Gò Dầu, Tân Phú, 4 x 9, 4 Tầng, Vuông Vức, Hoàn Công, 5.5 Tỷ	5.4					"???? GÒ DẦU, TÂN PHÚ - HẺM XE TẢI 6M - (4M x 9M) - 4 TẦNG BTCT - SỔ VUÔNG - HOÀN CÔNG - 5.5 TỶ THƯƠNG LƯỢNG
——————
+ Nhà bao gồm 3 phòng ngủ, 4WC, phòng khách, bếp, ban công.
+ Hẻm trải nhựa sạch sẽ, khu dân trí cao.
+ Vị trí trung tâm Tân Phú sầm uất.
+ Pháp lý sạch, công nhận đủ.
☎️ Liên hệ SĐT/ZALO: 0377603244 (Minh Quân)"	False	False	True	False	Hẻm Xe Tải, Gò Dầu, Quận Tân Phú	Hẻm Xe Tải, Gò Dầu, Quận Tân Phú	Hẻm Xe Tải, Gò Dầu, Quận Tân Phú
Bán nhà mặt tiền đường Tên Lửa đoạn không có con lươn	7.9	65				"Bán nhà mặt tiền đường Tên Lửa, đoạn không có con lươn, tuyến đường kinh doanh sầm uất
DT 4x16,7
KC 1 trệt 2 lầu, 4pn, 1 phòng thờ,
Gía 10,5 tỷ tl
SHR , hoàn công
LH 0938925326"	False	False	True	False	đường Tên Lửa	đường Tên Lửa	đường Tên Lửa
Bán nhà mặt tiền đường số 18 khu Tên Lửa	6.2	120				"❤️Mô tả :,
+ Diện tích: 6 ×20m.,
+ Gía 15 tỷ
+ Đường nhựa 8m, lề 4m, đối diện trường. Khu dân trí, yên tĩnh, an ninh.,
+ Kết cấu: Nhà 4 tầng trệt 2 lầu sân thượng. Gồm 6PN, có PN Trệt, PK và Bếp rộng, nội thất xịn - cổ. ,
+ Vị trí: Trung tâm Bình Trị Đông B, khu Tên Lửa Aeonmall Bình Tân, ngay giao lộ Đường số 1 và đường Vành Đai.,
+ Công năng: Ở đại gia đình, Kinh doanh Sản xuất, Văn Phòng công ty, xây Biệt phủ...,
+ Sổ hồng chuẩn, hoàn công đầy đủ.,
LH 0938925326"	False	False	True	False	đường số 18, khu Tên Lửa, Trung tâm Bình Trị Đông B, khu Tên Lửa Aeonmall Bình Tân, ngay giao lộ Đường số 1 và đường Vành Đai	đường số 18, khu Tên Lửa, Trung tâm Bình Trị Đông B, khu Tên Lửa Aeonmall Bình Tân, ngay giao lộ Đường số 1 và đường Vành Đai	đường số 18, khu Tên Lửa, Trung tâm Bình Trị Đông B, khu Tên Lửa Aeonmall Bình Tân, ngay giao lộ Đường số 1 và đường Vành Đai
Bán nhà mặt tiền đường số 18 khu Tên Lửa	15	120				"❤️Mô tả :,
+ Diện tích: 6 ×20m.,
+ Gía 15 tỷ
+ Đường nhựa 8m, lề 4m, đối diện trường. Khu dân trí, yên tĩnh, an ninh.,
+ Kết cấu: Nhà 4 tầng trệt 2 lầu sân thượng. Gồm 6PN, có PN Trệt, PK và Bếp rộng, nội thất xịn - cổ. ,
+ Vị trí: Trung tâm Bình Trị Đông B, khu Tên Lửa Aeonmall Bình Tân, ngay giao lộ Đường số 1 và đường Vành Đai.,
+ Công năng: Ở đại gia đình, Kinh doanh Sản xuất, Văn Phòng công ty, xây Biệt phủ...,
+ Sổ hồng chuẩn, hoàn công đầy đủ.,
LH 0938925326"	False	False	True	False	đường số 18, khu Tên Lửa	đường số 18, khu Tên Lửa	đường số 18, khu Tên Lửa
Bán nhà mới 2 Mặt tiền thụt đường Phạm Ngũ lão Quận 1, giá thiện chí chỉ 15 tỷ	15					"Bán nhà mới 2 Mặt tiền thụt đường Phạm Ngũ lão Quận 1, giá thiện chí chỉ 15 tỷ
Nhà tự kinh doanh 1 tháng có doanh thu 45tr/tháng
- Diện tích: 3.8m x 14,5m ( nở hậu 5m )
- Kết cấu Trệt 2 lầu Sân thượng
Hiện có 6 phòng Homestay có tolet riêng, 500k/đêm
- Đang cho thuê khoáng 32tr/tháng
- 1 Mặt bằng thuê kinh doanh Cafe (sắp hết HĐ thuê)
- Giá Bán 15 tỷ Thương lượng
Liên hệ: 0905713956 - Văn Thanh để hỗ trợ thương lượng giá tốt nhất"	False	True	True	False	đường Phạm Ngũ Lão, Quận 1	đường Phạm Ngũ Lão, Quận 1	đường Phạm Ngũ Lão, Quận 1
NHÀ HOÀN THIỆN NGAY CHANGSHIN CUỐI ĐỒNG KHỞI SỎ RIÊNG CHỈ 1TY650	15	128			thạnh phú	"????Chủ ngộp lắm rồi gửi bán gấp căn nhà 1 Trệt 1 lầu Ngay Công Ty Changshin, Thạnh Phú
✅Diện tích : 4.5x28 ( 126m2 )
✅Nhà 3 Phòng ngủ , 2 Wc , 1 Phòng Thờ , 1 Sân Phơi , ....
✅Nội thất Cơ Bản hoàn thiện dọn vào ở ngay
✅Đường Oto , Điện Nước máy riêng
✅Pháp lí : Sổ Hồng Riêng Thổ Cư 100%
????Giá chỉ còn : 1tỷ650tr ( Thương Lượng )
☎️ Liên hệ em gấp ạ : 03 567 567 39 ( Hoàng Quý )"	False	False	True	False	Ngay Công Ty Changshin, Thạnh Phú	thạnh phú	Ngay Công Ty Changshin, Thạnh Phú
Cần bán nhà đẹp Nội thất đầy đủ - Mặt tiền đường Nguyễn Lâm, P.7 quận Bình Thạnh giá chỉ 8.9	1650					"Cần bán nhà đẹp Nội thất đầy đủ - Mặt tiền đường Nguyễn Lâm, P.7 quận Bình Thạnh giá chỉ 8.9
- Diện tích: 4.15 X 12M - Công nhận đủ 50m2
- Kết cấu: Trệt - Lửng - 2 Tầng - Sân thượng
Nội thất bên trong đầy đủ, có ban công ở các phòng thoáng mát. Đặc biệt có thang máy trong nhà rất tiện lợi.
- Nhà nằm trong khu vực yên tĩnh bậc nhất của quận, giáp gần Phú Nhuận, Quận 1 đi chỉ cách 30-50m cực kì tiện lợi.
Tiện ích khu vực đầy đủ: gần chợ, trường học các cấp, bệnh viện Gia Định,...
- Giá: 8.9 tỷ có bớt chút lộc cho khách mua
Liên hệ: 0905713956 - Văn Thanh để được hỗ trợ xem trong và thương lượng giá"	False	False	True	False	đường Nguyễn Lâm, Phường 7, Quận Bình Thạnh	đường Nguyễn Lâm, Phường 7, Quận Bình Thạnh	đường Nguyễn Lâm, Phường 7, Quận Bình Thạnh
Bán nhà hẻm VIP đường Đặng Văn Ngữ phường 10 quận Phú Nhuận giá thiện chí 24.5 tỷ TL	8.9	105				"Bán nhà hẻm VIP đường Đặng Văn Ngữ phường 10 quận Phú Nhuận giá thiện chí 24.5 tỷ TL
- Diện Tích : 9 x 12m, DTCN : 105.4m2
- Kết Cấu : Hầm + 3 Tầng
Có giếng trời nhỏ thông thoáng, các tầng ngăn 4 PN - 5 WC. Không gian rộng rãi thoáng mát có sẵn hầm ô tô ngủ trong nhà.
- Khu vực dân trí yên tĩnh, thích hợp để ở và cho thuê các văn phòng (có thể tự khai thác thuê 40tr/tháng)
- Giá : 24.5 Tỷ TL
Liên hệ: 0905713956 - Văn Thanh để được hỗ trợ thương lượng giá tốt nhất."	True	True	True	False	đường Đặng Văn Ngữ, Phường 10, Quận Phú Nhuận	đường Đặng Văn Ngữ, Phường 10, Quận Phú Nhuận	đường Đặng Văn Ngữ, Phường 10, Quận Phú Nhuận
Chính chủ cần bán nhà Mặt tiền khu quận 1 đường Hoàng Sa P. Tân Định Giá chỉ 16 tỷ	24.5					"Chủ nhà về Mỹ định cư, cần bán gấp nhà Mặt tiền khu quận 1 đường Hoàng Sa P. Tân Định giá chỉ 16 tỷ
Mặt Tiền Khan Hiếm Khu Quận 1
- Nhà vị trí đẹp, 2 mặt tiền trước sau
- Diện tích : 4 x 9m
- KC : Trệt + Lững + 2 Lầu + ST
Nhà mới đẹp, 2 mặt tiền trước sau
- Giá : 19 Tỷ giảm giá còn 16 tỷ ( bớt lộc thêm )
Liên hệ: 0905713956 - Văn Thanh để được hỗ trợ xem trong và làm giá"	False	True	True	False	đường Hoàng Sa, Phường Tân Định, Quận 1	đường Hoàng Sa, Phường Tân Định, Quận 1	đường Hoàng Sa, Phường Tân Định, Quận 1
Cần bán gấp nhà 4 tầng gần khu chế xuất Linh Trung - Chợ Đêm Linh Trung BÌNH CHIỂU THỦ ĐỨC	16	55	4.0	3.0	Đường tỉnh lộ 43. Phường Bình Chiểu. TP - Thủ Đức	"Cần bán nhà 1 trệt 2 lầu sân thượng
Nhà mới cứng.vào ở ngay
Vị trí : Gần KCX Linh Trung.Chợ Đêm Linh Trung
Hẻm xe tải - đường tỉnh lộ 43 phường bình chiểu TP.Thủ Đức
Sổ hồng - Hoàn công đủ
Giá bán nhỉnh 4ty.còn thương lượng mạnh
Ib em để có thêm Thông tin chi tiết
Lhe Em Hiếu để xem Nhà + Sổ"	False	False	True	False	huyện Bình Chieu, TP. Thủ Đức	Đường tỉnh lộ 43. Phường Bình Chiểu. TP - Thủ Đức	huyện Bình Chieu, TP. Thủ Đức
Cần bán gấp nhà 4 tầng gần khu chế xuất Linh Trung - Chợ Đêm Linh Trung BÌNH CHIỂU THỦ ĐỨC	4.3	55	4.0	3.0	Đường tỉnh lộ 43. Phường Bình Chiểu. TP - Thủ Đức	"Cần bán nhà 1 trệt 2 lầu sân thượng
Nhà mới cứng.vào ở ngay
Vị trí : Gần KCX Linh Trung.Chợ Đêm Linh Trung
Hẻm xe tải - đường tỉnh lộ 43 phường bình chiểu TP.Thủ Đức
Sổ hồng - Hoàn công đủ
Giá bán nhỉnh 4ty.còn thương lượng mạnh
Ib em để có thêm Thông tin chi tiết
Lhe Em Hiếu để xem Nhà + Sổ"	False	False	True	False	đường tỉnh lộ 43, Phường Bình Chiểu, TP.Thủ Đức	Đường tỉnh lộ 43. Phường Bình Chiểu. TP - Thủ Đức	đường tỉnh lộ 43, Phường Bình Chiểu, TP.Thủ Đức
Bán nhà đẹp thiết kế kiến trúc Châu Âu giá chỉ 8.5 tỷ hẻm Lê Quang Định, P.7 quận Bình Thạnh	4.3					"- Diện tích : 5.2m x 7m
- Kết cấu : 1trệt 2 lầu sân thượng, 4 phòng ngủ 3wc, khách, bếp, gara, sân thượng. Nhà mới xây năm 2023, kiến trúc Châu Âu.
- Nội thất đẹp, khu an ninh, gần nhiều trường học, bệnh viện, chợ, siêu thị, cách Q.1 khoảng 1km.
- Nhà trống về ở ngay
- Giá chỉ 8.5 tỷ có thêm chút lộc cho khách
Liên hệ: 0905713956 - Văn Thanh để được hỗ trợ về giá và xem trong"	False	False	True	False	Hẻm Lê Quang Định, Phường 7, Quận Bình Thạnh	Hẻm Lê Quang Định, Phường 7, Quận Bình Thạnh	Hẻm Lê Quang Định, Phường 7, Quận Bình Thạnh
Nhà đẹp 3 tầng Đỗ Xuân Hợp , oto quay đầu , gần chợ , Đại học Công Thương , cho thuê	8.5	60	3.0	2.0	Đỗ Xuân Hợp, Phước Long B, Tp. Thủ Đức , HCM	"Chủ tha thiết mong bán sớm
Nhà đẹp 3 tầng Đỗ Xuân Hợp , oto quay đầu , gần chợ , Đại học Công Thương , cho thuê
Diện tích 4 x15 m ( 60m2 )
Nhà 3 PN , 2 WC, phòng thờ , giếng trời
Đường ô tô quay đầu , thông thoáng , sạch sẽ
Cách MT Đỗ Xuân Hợp 80m
Cách Đạị học Văn Hóa 500m
Gần chợ , trường , khu vip Quận 9
Giá chỉ 5,9 tỷ còn thương lượng tốt cho a, c
Phù hợp làm căn hộ dịch vụ , gia đình lớn
.....
Liên hệ em Long xem nhà thự tế"	True	True	True	False	Đỗ Xuân Hợp	Đỗ Xuân Hợp, Phước Long B, Tp. Thủ Đức , HCM	Đỗ Xuân Hợp
Bán nhà đất Vân Trì – Vân Nội – Đông Anh mặt tiền 7m, 2.8 tỷ lở hậu.	5.9	58			Xã Vân Nội, Huyện Đông Anh, Hà Nội	"Riện tích 58m2 mặt tiền 7m, 3 tầng thoáng rộng, giá bán 2,8 tỷ sổ đỏ nét căng.
Nhà mới xây sơn mới đét mua về ở luôn hoặc kinh doanh có dòng tiền luôn.
Nhà nằm giữa khu vực gần sân gôn Vân Trì và Võ Nguyên Giáp. Sân bay cũng chỉ mất 10 phút di chuyển.
Tiện ích và giao thông thuận tiện. Ngoài ra, gần ủy ban, trường học cấp 1,2 và chợ, chỉ mất 5 phút đi xe máy.
Chủ nhà tính tình hiền lành phúc hậu, hàng xóm thân thiện.

Liên hệ em Hoà chuyên nhà đất Đông Anh: 0986530195."	False	False	True	False	Vân Trì, Vân Nội, Đông Anh	Xã Vân Nội, Huyện Đông Anh, Hà Nội	Vân Trì, Vân Nội, Đông Anh
Bán nhà phố Trường Chinh, Đống Đa, tiện kinh doanh, ở ngay 3 tầng 43m2 giá 5.1 tỷ	2.8	43	3.0	2.0		"-Vị trí mặt ngõ rộng xe ba gác tránh xe máy , kinh doanh buôn bán tấp nập, ngay sát Ngã Tư Sở, ngõ thông sang phố Khương Thượng và nhiều ngõ khác của đường Trường Chinh.
- Nhà hiện tại 3 tầng chủ mới sửa chữa lại nên nhìn rất mới đang cho thuê 12tr/tháng .
- Nhà tầng 1 xây dựng 43m , nhưng tầng 2,3 là 53 m, có 3 phòng ngủ và 1 phòng khách , bếp , phòng thờ và sân phơi và có 2 vs .
- Sổ đỏ chính chủ , sẵn sàng giao dịch .
- Giá trên có thương lượng ."	False	True	True	False	đường Trường Chinh, Phường Đống Đa 	đường Trường Chinh, Phường Đống Đa 	đường Trường Chinh, Phường Đống Đa 
Cần bán nhà Góc 2 Mặt tiền khu ẩm thực đường Trường Sa, Phường 2 quận Phú Nhuận	5.1					"Cần bán nhà Góc 2 Mặt tiền khu ẩm thực đường Trường Sa, Phường 2 quận Phú Nhuận
- Vị trí đẹp, khu ăn uống kinh doanh bậc nhất của quận Phú Nhuận.
- Diện tích: 6,9 x 9m. Công nhân: 48,6m2
- Kết Cấu: 3 Tầng, nhà mới đẹp có kết cấu sẵn
- Nhà tự khai thác với HĐT: 35 Triệu/tháng
- Giá: 18 tỷ có bớt thêm lộc cho khách
Liên hệ: 0905713956 - Văn Thanh để được hỗ trợ xem trong và thương lượng giá tốt nhất."	False	True	True	False	đường Trường Sa, Phường 2, Quận Phú Nhuận	đường Trường Sa, Phường 2, Quận Phú Nhuận	đường Trường Sa, Phường 2, Quận Phú Nhuận
Cần bán nhà mới kết cấu sẵn Mặt tiền VIP đường Hoa Cúc P.7 quận Phú Nhuận giá 21 tỷ TL	18					"Cần bán nhà mới kết cấu sẵn Mặt tiền VIP đường Hoa Cúc P.7 quận Phú Nhuận giá 21 tỷ TL
- Diện tích : 4x16m
- Kết cấu : 5 Tầng. Nhà mới đẹp nội thất đầy đủ, chỉ cần dọn vào ở luôn không cần phải chỉnh sửa nhiều.
- Vị trí nhà nằm ngay khu mặt tiền vip của đường Hoa, tiện ích xung quanh đầy đủ từ siêu thị cho đến bệnh viện, trường học các cấp.
Giá : 22 Tỷ TL ( chốt 21 tỷ)
Liên hệ: 0905713956 - Văn Thanh để được hỗ trợ xem trong và thương lượng giá tốt nhất."	False	False	True	False	đường Hoa Cúc, Phường 7, Quận Phú Nhuận	đường Hoa Cúc, Phường 7, Quận Phú Nhuận	đường Hoa Cúc, Phường 7, Quận Phú Nhuận
