	Address1	Latitude	Longitude
168	Hào Nam, Đống Đa	210252222.0	1058272153.0
169	Chiến Thắng Văn Quán Hà Đông	209791537.0	1057962032.0
170	Cầu Am, Vạn Phúc, Hà Đông	209773501.0	1057774475.0
171	khu dân cư Hai Thành, Tên Lửa	107477814.0	1065830486.0
172	đường số 18		
173	Chu Huy Mân, Long Biên	210444978.0	1059074374.0
174			
175	đường số 12, khu Tên Lửa	107478829.0	1066118492.0
176	đường An Dương Vương, Phường An Lạc, Quận Bình Tân	107278848.0	1066203589.0
177	Hương Lộ 2, Bình Trị Đông, Bình Tân, Ho Chi Minh City	107695049.0	10661276.0
178	đường Phan Anh, Phường Bình Trị Đông, Quận Bình Tân, Thành phố Hồ Chí Minh	107673378.0	1066230141.0
179	hẻm xe hơi, đường Phan Anh, Bình Trị Đông, Bình Tân, TP. HCM	107673378.0	1066230141.0
180	Đội Cấn, ...		
181	 		
182	Mễ Trì Nam Từ Liêm, Ngõ Thông, Đại Lộ Thăng Long, Mỹ Đình	210030134.0	1057780595.0
183	Đường Hoàng Quốc Việt, Cầu Giấy, HÀ NỘI	210460525.0	105793266.0
184	TP Tân Uyên	11049492.0	1067576751.0
185	41/14 Ngõ 219 Phố Định Công Thượng, Hoàng Mai, Hà Nội	209859171.0	105822933.0
186	Lã Xuân Oai, Tăng Nhơn Phú A	108398715.0	1067953202.0
187	Ngọc Thụy	210588582.0	1058583873.0
188	Đội Cấn, Quận Ba Đình	210353362.0	1058238927.0
189	Bờ Bao Tân Thắng, Sơn Kỳ, Tân Phú	108011535.0	1066183755.0
190	Lã Xuân Oai, Tăng Nhơn Phú A, Tp. Thủ Đức	108398715.0	1067953202.0
191	bửu long	109586438.0	1068053993.0
192	Ngõ 151 Láng Hạ	210111973.0	1058118243.0
193	Âu Cơ Phú Trung Tân Phú	107796721.0	1066445135.0
194	Lạc Long Quân, Xuân La, Tây Hồ, Hà Nội	210603981.0	1058090381.0
195	đường(percent, Quận Nam Từ Liêm, Tổng công ty Mỹ Đình, Hà Nội	210256221.0	1057677817.0
196	Ngô Quyền, khu đô thị Văn Khê	209708916.0	1057643286.0
197	Nguyễn Văn Khối	108429616.0	1066529357.0
198	đường Bùi Hữu Nghĩa, Phước Hòa, Quận Hóa An	109335954.0	10679719.0
199	23 Nơ Trang Long	108068249.0	1066950418.0
200	mặt phố lớn, khu vực dân trí, gần trường học, chợ, siêu thị...		
201	Cống Lỡ P15 Tân Bình	108265968.0	1066358376.0
202	Cống Lỡ P15 Tân Bình	108265968.0	1066358376.0
203	Cống Lỡ P.15 Tân Bình	108265968.0	1066358376.0
204	Nguyễn Trung Trực, Phường 5, Bình Thạnh	108122478.0	1066863715.0
205	Trần Phú Hà Đông	209799246.0	1057873752.0
206	Ấp Láng - Tân Thành - Gò Công Đông - Tiền Giang	102972649.0	1067588494.0
207	đường Lê Quang Đạo, Nam Từ Liêm, Hà Nội	210124718.0	105770698.0
208	Thụy Khuê, Thụy Khuê, Tây Hồ, Hà Nội	21046133.0	1058246266.0
209	Thành phố Đà Nẵng	160544068.0	1082021667.0
210	Hẻm 87 đường Lê Thị Hoa.Phường Bình Chiểu - TP.Thủ Đức	108743126.0	1067366019.0
211	ngoại bộ khu Tân Tạo, đối diện Bonchen	243317733.0	1206533224.0
212	mặt phố Cổ Linh	210260537.0	1058985417.0
213	ngõ Matiz, Trung tâm Đa sỹ, cạnh khu Kiến Hưng	209592584.0	1057857359.0
214	Biên Hòa	109574128.0	1068426871.0
215	Biên Hòa	109574128.0	1068426871.0
216	Thụy Khuê - Tây Hồ	21046133.0	1058246266.0
217	Đường Thanh Xuân 43, Quận 12	108900839.0	1066820517.0
218	đông Đa, phườngninger	210180725.0	1058299495.0
219	Tân Bình, TP.HCM	108014659.0	1066525974.0
220	HƯƠNG LỘ 2	107670756.0	1066075906.0
221	mặt tiền mân quang 4	161026602.0	1082462637.0
222	Nguyễn Trãi, Quận Thanh Xuân	209935474.0	1058062968.0
223	Xuân Phương	210314868.0	1057497878.0
224	đường Bạch Mai, Phường Hai Bà Trưng	209964802.0	1058622838.0
225	đường Phan Đình Phùng, Phường 1, Quận Phú Nhuận	107974655.0	1066819707.0
226	Vương Thừa Vũ, quận Thanh Xuân	209989203.0	105821837.0
227	Trần Kế Xương, Phường 7, Quận Phú Nhuận	108023412.0	1066903706.0
228	Quang Trung		
229	Thạch Lam Phú trung Tân Phú	107780407.0	1066274906.0
230	Thạch Lam Phú Thạnh Tân Phú	107780407.0	1066274906.0
231	Trần Phú Hà Đông	209799246.0	1057873752.0
232	Mậu Lương, Kiên Hưng, Hà Đông	209567104.0	1057936155.0
233	Mậu Lương, Kiến Hưng, Hà Đông	209567104.0	1057936155.0
234	Lũy Bán Bích, Hòa Thạnh Tân Phú	107785858.0	1066351344.0
235	Lũy Bán Bích Hòa Thạnh Tân Phú	107785858.0	1066351344.0
236	Phố Thuận An, Trâu Quỳ, Gia Lâm, Hà Nội	210118801.0	1059414119.0
237	La Khê, Hà Đông	209724114.0	1057615252.0
238	Phố Thanh Nhàn, Quận Hai Bà Trưng	210027414.0	1058563274.0
239	Ngõ Ba Gác Đua, Đống Đa	21016646.0	1058395069.0
240	Phan Đăng Lưu, Nguyễn Văn Đậu, Quận Bình Thạnh	108038834.0	1066869521.0
241	Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Quận Thủ Đức, TP HCM	108505432.0	1067193752.0
242	Vạn Phúc, Hà Đông	209786876.0	105771796.0
243	đường ô tô, Phường Hiệp Hoà	10932876.0	1068379803.0
244	đường ô tô, Phường Bửu Long	109586438.0	1068053993.0
245	đường ô tô, Phường Bửu Long	109586438.0	1068053993.0
246	na		
247	phố Nhân Hòa, phường Thanh Xuân Trung, quận Thanh Xuân, Hà Nội	21002125.0	1058089493.0
248	Hòa Hưng, Phường 12, Quận 10	107789834.0	1066738954.0
249	Nguyễn Chí Thanh, Dương Đông, Phú Quốc, Kiên Giang	10220027.0	1039794999.0
250	Thái Thịnh - Đống Đa	210104261.0	1058184682.0
251	Thái Thịnh - Đống Đa	210104261.0	1058184682.0
252	Tân Quý, Tân Phú	10794826.0	1066217623.0
253	đường Bùi Minh Trực, Phường 5, Quận 8	107383744.0	1066586009.0
254	Đường số 5, Phường 5, Quận 8	107362168.0	1066744709.0
255	Phố Vọng, Hai Bà Trưng, Hà Nội	210090571.0	1058607507.0
256	đường Khương Hạ, phố Bùi Xương Trạch, phường Thanh Xuân	108834303.0	1066703963.0
257	Thành phố Hồ Chí Minh	108230989.0	1066296638.0
258	Ngõ oto thông sang, gần bệnh viện Thanh Nhàn	210035559.0	105859375.0
259	Trương Đinh, ngõ nông		
260	Nguyễn Văn Khối	108429616.0	1066529357.0
261	Trần Kế Xương, Phường 7, Quận Phú Nhuận	108023412.0	1066903706.0
262	Vạn Kiếp, Phường 3, Quận Bình Thạnh	107994304.0	1066935618.0
263	Thành phố Đà Nẵng	160544068.0	1082021667.0
264	phố Vương Thừa Vũ, quận Thanh Xuân	209989203.0	105821837.0
265	DƯƠNG QUẢNG HÀM, PHƯỜNG 5, GÒ VẤP , HCM	108236032.0	1066957585.0
266	DƯƠNG QUẢNG HÀM, PHƯỜNG 5, GÒ VẤP , HCM	108236032.0	1066957585.0
267	Tô Vĩnh Diện, Quận Thanh Xuân	209996942.0	1058209239.0
268	đường Phạm Văn Trị, Phường 11, Quận Bình Thạnh	108159197.0	1066952001.0
269	Ngõ 381 Nguyễn Khang, Yên Hoà, Cầu Giấy, Hà Nội	210273954.0	1057967919.0
270	Trần Phú, Ngô Quyền, Hải Phòng	208589455.0	1066871535.0
271	Phú Thượng, Quận Tây Hồ	210838905.0	1058084823.0
272	Kiến Hưng, Hà Đông	209528073.0	1057850022.0
273	đường Nguyễn Bặc, Phường 3, Quận Tân Bình	107944664.0	106662427.0
274	Hồng Mai, Hai Bà Trưng	209989094.0	1058532637.0
275	đường tỉnh 266, xã Điềm Thuỵ, huyện Phú Bình, tỉnh Thái Nguyên	214588593.0	1059171161.0
276	TP.HCM	108230989.0	1066296638.0
277	đường Thiên Phước, Phường 9, Quận Tân Bình	1077704.0	1066545298.0
278	Hẻm 3, Quận Tân Phú	107826958.0	1066203951.0
279	đường Nguyễn Trãi, Quận Thanh Xuân	209935474.0	1058062968.0
280	phố Nguyễn Trãi, quận Thanh Xuân	209935474.0	1058062968.0
281	Lê Văn Thọ	108455819.0	1066570168.0
282	Thành phố Đà Nẵng	160544068.0	1082021667.0
283	Lý Thường Kiệt, Phường 8, Quận Tân Bình	107844579.0	1066541494.0
284	Lý Thường Kiệt, Phường 8, Quận Tân Bình	107844579.0	1066541494.0
285	Nguyễn Ái Quốc, Phường Trung Dũng, Thành phố Biên Hòa, Đồng Nai	109562652.0	1068224965.0
286	Tây Thạnh, P.Tây Thạnh, Tân Phú	108122907.0	1066261831.0
287	Thành phố Hồ Chí Minh	108230989.0	1066296638.0
288	đường Trần Quốc Hoàn, Cầu Giấy, Hà Nội	210416528.0	1057859318.0
289	Trần Quốc Hoàn, Cầu Giấy	210416528.0	1057859318.0
290	đường Điện Biên Phủ, phưởng Phan Si Păng, thị xã Sa Pa	222497168.0	1039608091.0
291	Nguyễn Văn Cừ, Long Biên	210464835.0	1058773208.0
292	Quận Gò Vấp HCM	108386779.0	1066652904.0
293	Ngã Tư Lũy Bán Bích, Hiệp Tân, Quận Tân Phú	107714135.0	1066319887.0
294	Cam Lộ, Hùng Vương, Hồng Bàng, Hải Phòng	208717109.0	1066364987.0
295	đường Nguyễn Ái Quốc, P. Hố Nai	109239845.0	1068049789.0
296	Thành phố Hồ Chí Minh	108230989.0	1066296638.0
297	Đường số 4 Phường Bình Chiểu TP.Thủ Đức	1087579.0	1067229308.0
298	đường Nguyễn Văn Cục, Long Biên, Hà Nội	210186765.0	105884813.0
299	Lê Đức Thọ, Phường 16, Quận Gò Vấp	108489499.0	1066663471.0
300	đường Thịnh Quang, phường Thịnh Quang, Quận Đống Đa, Hà Nội	210101897.0	1058186922.0
301	Đường lê thị hoa Phường Bình Chiểu TP.Thủ đức	108773296.0	10674114.0
302	Phường Hiệp Bình Chánh, Quận Thủ Đức, TP.Thủ Đức	108339953.0	1067264125.0
303	Hẻm 42 Đường Bình Chiểu	108821019.0	106762894.0
304	Hẻm 42 Đường Bình Chiểu	108821019.0	106762894.0
305	Ngân - thổ cư Đống Đa hà nội	210180725.0	1058299495.0
306	Đường Ngô Quyền, Phường La Khê, Quận Hà Đông, Hà Nội	209704818.0	1057624811.0
307	đường Lê Văn Khương, Quận 12	108631838.0	1066497393.0
308	Đội Cấn		
309	Thành phố Hồ Chí Minh	108230989.0	1066296638.0
310	Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh	107933763.0	1067182627.0
311	Lê Văn Thọ, Phường 9, Quận Gò Vấp	108472879.0	1066569162.0
312	Gò Vấp	108386779.0	1066652904.0
313	Thành phố Hồ Chí Minh	108230989.0	1066296638.0
314	Chợ Long Cang	105855704.0	106517829.0
315	Sở Dầu, Hồng Bàng, Hải Phòng	208683599.0	1066556575.0
316	 Near the street		
317	Hồ Sen, Lê Chân, Hải Phòng	208432426.0	1066821165.0
318	Phố Đội Cấn, Quận Ba Đình	210353698.0	1058192143.0
319	đường Hoàng Hoa Thám, Phường 6, Quận Bình Thạnh	10807912.0	1066888124.0
320	đường Hoàng Hoa Thám, Phường 6, Quận Bình Thạnh	10807912.0	1066888124.0
321	đường Trần Kế Xương, Phường 3, Quận Bình Thạnh	108022952.0	1066917901.0
322	phố cổ Hòa Kiếm, sổ Via Hè, quận	210352664.0	1058500124.0
323	Đóng đa-lô Góc 36m, Quận Thổ Quan	210169746.0	105834167.0
324	Mặt đường VIP, Quận Long Biên	210548635.0	1058884966.0
325	Xã Tân Xuân, Huyện Hóc Môn, TP. HCM	108684249.0	1065967126.0
326	Nguyễn Văn Khối	108429616.0	1066529357.0
327	Lã Xuân Oai, Tăng Nhơn Phú A, Tp. Thủ Đức	108398715.0	1067953202.0
328	TÂN THỚI NHẤT - q12	108292885.0	1066143944.0
329	TÂN THỚI NHẤT - q12	108292885.0	1066143944.0
330	TÂN THỚI NHẤT - q12	108292885.0	1066143944.0
331	TÂN THỚI NHẤT - q12	108292885.0	1066143944.0
332	Long Biên hà nôi	210186765.0	105884813.0
333	khu tái định cư Ngọc Thuỵ, đường 17.5m, huyện Long Biên	210570172.0	1058733547.0
334	Dương Quảng Hàm, Phường 5, Gò Vấp	108236032.0	1066957585.0
335	Đường Số 10, Phường Trường Thọ, Quận Thủ Đức, TP HCM	108480496.0	106756555.0
336	Sở Dầu, Hồng Bàng, Hải Phòng	208683599.0	1066556575.0
337	Nguyễn Văn Khối	108429616.0	1066529357.0
338	Đội Cấn		
339	được Đội Cấn	210353698.0	1058192143.0
340	Xuân La, Tây Hồ	210596756.0	1058040796.0
341	Đường ấp 1A xã vĩnh lộc A huyện bình chánh tp. Hồ Chí Minh	108057094.0	1065564609.0
342	đường Lê Văn Sỹ, Phường 10	107933988.0	1066695074.0
343	Đường bình chiểu. Phường Bình Chiểu. TP.Thủ Đức	108745911.0	1067340561.0
344	Nguyễn Viết Xuân, -Dự án-	19776472.0	1055650239.0
345	Nguyễn Viết Xuân, -Dự án-	19776472.0	1055650239.0
346	Giáp Bát	209836114.0	1058422401.0
347	Giáp Bát	209836114.0	1058422401.0
348	Hồ Đền Lừ	209849274.0	1058550843.0
349	Hà Nội	210277644.0	1058341598.0
350	hẻm Thảo Điền, Quận 2	107935216.0	1067308195.0
351	Nguyễn Súy, Tân Quý, Tân Phú	107922004.0	1066224456.0
352	Thành phố Hồ Chí Minh	108230989.0	1066296638.0
353	Hương Lộ 3, Bình Hưng Hòa, Bình Tân	107987166.0	1066125495.0
354	Ngân - thổ cư Đống Đa hà nội	210180725.0	1058299495.0
355	Đường Ngô Quyền, Sơn Trà, Đà Nẵng	160812594.0	1082355606.0
356	đường Trần Quốc Toản, Phường Bình Đa	109382321.0	1068591645.0
357	đường Phạm văn thuận, Biên Hoà	109526723.0	1068534873.0
358	Ung Văn Khiêm, Phường 25, Quận Bình Thạnh	108067689.0	1067193518.0
359	Đường Thống Nhất, Phường 11, Quận Gò Vấp	108394408.0	1066653068.0
360	Lê Văn Quới, Bình Hưng Hòa A, Bình Tân	107762062.0	1066108004.0
361	Lê Văn Quới, Bình Hưng Hòa A, Bình Tân	107762062.0	1066108004.0
362	đường Bùi Văn Thêm, Phường 9, Quận Phú Nhuận	108089312.0	1066768713.0
363	Lê Văn Duyệt phườn 3, Bình Thanh	107985239.0	1066952555.0
364	Đường Bình Chiểu - Phường Bình Chiểu - TP.Thủ Đức	108745911.0	1067340561.0
365	ngõ 72 đường Nguyễn Trãi, phường Thượng Đình, Quận Thanh Xuân, Hà Nội	210036899.0	1058165503.0
366	ngõ 72 đường Nguyễn Trãi, phường Thượng Đình, Quận Thanh Xuân, Hà Nội	210036899.0	1058165503.0
367	Đê La Thành, Xã Đàn	210129017.0	1058355017.0
368	phố Ngọc Khánh, Ba Đình	210271538.0	1058177791.0
369	HIỆP THÀNH - q12	108825023.0	1066379724.0
370	Phùng Khoang Trung Văn Hà Nội	20988178.0	1057931515.0
371	TÂN THỚI NHẤT - q12	108292885.0	1066143944.0
372	TÂN THỚI HIỆP - q12	108603672.0	1066438673.0
373	đường Nguyễn Văn Trỗi, quận Phú Nhuận	107958681.0	1066750014.0
374	Biên Hòa	109574128.0	1068426871.0
375	Ngân - thổ cư Đống Đa hà nội	210180725.0	1058299495.0
376	Đặng Văn Ngữ, Đống Đa	210099889.0	1058311823.0
377	TĐC Thượng Thanh, Long Biên, Hà Nội	2107003.0	105896926.0
378	Tầng 5, Tòa nhà Silver Sea Tower - 47 Ba Cu, Phường 1, Thành phố Vũng Tàu	10350301.0	1070771056.0
